Search_Rank,MIM_Raw,MIM_ID,Entry_Prefix,Entry_Type,Title,Included_Titles,Cytogenetic_Location,Genomic_Coordinates_GRCh38,Entrez_Gene_ID_Raw,Title_Symbol_Candidate,Is_Gene_Search_Hit,Relation_Class,Mechanism_Tag,Age_Scope,Hemorrhagic_Flag,Venous_Predominant_Flag,Gene_Phenotype_Link_Status,Evidence_Layer,Linked_Gene_Symbols,Gene_Target_Status,Target_Eligible_Strict,Include_Extended_Sensitivity,Decision_Reason,Evidence_URL,Source_File,Search_Term,Download_Date,Search_Truncated,Reported_Hits,Exported_Hits
269,*154545,154545,*,Gene_entry,MANNOSE-BINDING LECTIN 2; MBL2,,10q21.1,10:52765380-52772784,4153,MBL2,true,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,,Exclude_from_gene_set,false,false,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,,OMIM-MIMATCH_result.xlsx,acute ischemic stroke,2026-07-14,true,2444,1000
270,*176385,176385,*,Gene_entry,PAPPALYSIN 1; PAPPA,,9q33.1,9:116153791-116402321,5069,PAPPA,true,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,,Exclude_from_gene_set,false,false,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,,OMIM-MIMATCH_result.xlsx,acute ischemic stroke,2026-07-14,true,2444,1000
271,*602681,602681,*,Gene_entry,FORKHEAD BOX O3; FOXO3,,6q21,6:108559825-108684774,2309,FOXO3,true,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,,Exclude_from_gene_set,false,false,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,,OMIM-MIMATCH_result.xlsx,acute ischemic stroke,2026-07-14,true,2444,1000
272,*606386,606386,*,Gene_entry,OLIGODENDROCYTE LINEAGE TRANSCRIPTION FACTOR 2; OLIG2,,21q22.11,21:33025935-33029185,10215,OLIG2,true,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,,Exclude_from_gene_set,false,false,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,,OMIM-MIMATCH_result.xlsx,acute ischemic stroke,2026-07-14,true,2444,1000
273,#116860,116860,#,Phenotype_known_molecular_basis,CEREBRAL CAVERNOUS MALFORMATIONS; CCM,"CEREBRAL CAVERNOUS MALFORMATIONS 1, INCLUDED; CCM1, INCLUDED",7q21.2,,,,false,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,,Not_a_gene_record,false,false,以出血性脑血管病或血管畸形为主，排除AIS主线,,OMIM-MIMATCH_result.xlsx,acute ischemic stroke,2026-07-14,true,2444,1000
274,#152700,152700,#,Phenotype_known_molecular_basis,SYSTEMIC LUPUS ERYTHEMATOSUS; SLE,"EXCESS LYMPHOCYTE LOW MOLECULAR WEIGHT DNA, INCLUDED","1q23.3, 1q23.3, 3p21.31, 16p13.3",,,,false,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,,Not_a_gene_record,false,false,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,,OMIM-MIMATCH_result.xlsx,acute ischemic stroke,2026-07-14,true,2444,1000
275,#612932,612932,#,Phenotype_known_molecular_basis,GLYCOGEN STORAGE DISEASE XIII; GSD13,,17p13.2,,,,false,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,,Not_a_gene_record,false,false,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,,OMIM-MIMATCH_result.xlsx,acute ischemic stroke,2026-07-14,true,2444,1000
276,#137800,137800,#,Phenotype_known_molecular_basis,GLIOMA SUSCEPTIBILITY 1; GLM1,"GLIOMA OF BRAIN, FAMILIAL, INCLUDED; GLM, INCLUDED","2q34, 17p13.1, 17q12",,,,false,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,,Not_a_gene_record,false,false,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,,OMIM-MIMATCH_result.xlsx,acute ischemic stroke,2026-07-14,true,2444,1000
277,*120577,120577,*,Gene_entry,"COMPLEMENT COMPONENT 1, q SUBCOMPONENT, RECEPTOR 1; C1QR1",,20p11.21,20:23079360-23086324,22918,C1QR1,true,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,,Exclude_from_gene_set,false,false,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,,OMIM-MIMATCH_result.xlsx,acute ischemic stroke,2026-07-14,true,2444,1000
278,*600181,600181,*,Gene_entry,LIPOCALIN 2; LCN2,,9q34.11,9:128149453-128153453,3934,LCN2,true,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,,Exclude_from_gene_set,false,false,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,,OMIM-MIMATCH_result.xlsx,acute ischemic stroke,2026-07-14,true,2444,1000
279,*601439,601439,*,Gene_entry,"ATP-BINDING CASSETTE, SUBFAMILY C, MEMBER 9; ABCC9",,12p12.1,12:21797389-21941426,10060,ABCC9,true,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,,Exclude_from_gene_set,false,false,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,,OMIM-MIMATCH_result.xlsx,acute ischemic stroke,2026-07-14,true,2444,1000
280,*606425,606425,*,Gene_entry,EGL9 FAMILY HYPOXIA-INDUCIBLE FACTOR 1; EGLN1,,1q42.2,1:231363756-231422287,54583,EGLN1,true,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,,Exclude_from_gene_set,false,false,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,,OMIM-MIMATCH_result.xlsx,acute ischemic stroke,2026-07-14,true,2444,1000
281,#160980,160980,#,Phenotype_known_molecular_basis,"CARNEY COMPLEX, TYPE 1; CNC1",,17q24.2,,,,false,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,,Not_a_gene_record,false,false,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,,OMIM-MIMATCH_result.xlsx,acute ischemic stroke,2026-07-14,true,2444,1000
282,#612067,612067,#,Phenotype_known_molecular_basis,DYSTONIA 16; DYT16,,2q31.2,,,,false,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,,Not_a_gene_record,false,false,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,,OMIM-MIMATCH_result.xlsx,acute ischemic stroke,2026-07-14,true,2444,1000
283,#612797,612797,#,Phenotype_known_molecular_basis,HIGH DENSITY LIPOPROTEIN CHOLESTEROL LEVEL QUANTITATIVE TRAIT LOCUS 12; HDLCQ12,,15q21.3,,,,false,Excluded,thrombophilia,Not_assigned,false,false,not_verified_for_AIS,,,Not_a_gene_record,false,false,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,,OMIM-MIMATCH_result.xlsx,acute ischemic stroke,2026-07-14,true,2444,1000
284,#618672,618672,#,Phenotype_known_molecular_basis,"INTELLECTUAL DEVELOPMENTAL DISORDER WITH SPEECH DELAY, AUTISM, AND DYSMORPHIC FACIES; IDDSADF",,19q13.42,,,,false,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,,Not_a_gene_record,false,false,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,,OMIM-MIMATCH_result.xlsx,acute ischemic stroke,2026-07-14,true,2444,1000
285,#130050,130050,#,Phenotype_known_molecular_basis,"EHLERS-DANLOS SYNDROME, VASCULAR TYPE; EDSVASC",,2q32.2,,,,false,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,,Not_a_gene_record,false,false,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,,OMIM-MIMATCH_result.xlsx,acute ischemic stroke,2026-07-14,true,2444,1000
286,#602501,602501,#,Phenotype_known_molecular_basis,MEGALENCEPHALY-CAPILLARY MALFORMATION-POLYMICROGYRIA SYNDROME; MCAP,,3q26.32,,,,false,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,,Not_a_gene_record,false,false,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,,OMIM-MIMATCH_result.xlsx,acute ischemic stroke,2026-07-14,true,2444,1000
287,#300868,300868,#,Phenotype_known_molecular_basis,MULTIPLE CONGENITAL ANOMALIES-HYPOTONIA-SEIZURES SYNDROME 2; MCAHS2,,Xp22.2,,,,false,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,,Not_a_gene_record,false,false,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,,OMIM-MIMATCH_result.xlsx,acute ischemic stroke,2026-07-14,true,2444,1000
288,#620410,620410,#,Phenotype_known_molecular_basis,LOW DENSITY LIPOPROTEIN CHOLESTEROL LEVEL QUANTITATIVE TRAIT LOCUS 3; LDLCQ3,"STATINS, RESPONSE TO, INCLUDED",5q13.3,,,,false,Excluded,thrombophilia,Not_assigned,false,false,not_verified_for_AIS,,,Not_a_gene_record,false,false,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,,OMIM-MIMATCH_result.xlsx,acute ischemic stroke,2026-07-14,true,2444,1000
289,*106150,106150,*,Gene_entry,ANGIOTENSINOGEN; AGT,"ANGIOTENSIN I, INCLUDED",1q42.2,1:230702523-230745583,183,AGT,true,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,,Exclude_from_gene_set,false,false,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,,OMIM-MIMATCH_result.xlsx,acute ischemic stroke,2026-07-14,true,2444,1000
290,*173350,173350,*,Gene_entry,PLASMINOGEN; PLG,"ANGIOSTATIN, INCLUDED",6q26,6:160702193-160754097,5340,PLG,true,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,,Exclude_from_gene_set,false,false,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,,OMIM-MIMATCH_result.xlsx,acute ischemic stroke,2026-07-14,true,2444,1000
291,*600046,600046,*,Gene_entry,"ATP-BINDING CASSETTE, SUBFAMILY A, MEMBER 1; ABCA1",,9q31.1,9:104781006-104928155,19,ABCA1,true,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,,Exclude_from_gene_set,false,false,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,,OMIM-MIMATCH_result.xlsx,acute ischemic stroke,2026-07-14,true,2444,1000
292,*600516,600516,*,Gene_entry,BCL2 ANTAGONIST KILLER 1; BAK1,"BAK-LIKE, INCLUDED",6p21.31,6:33572552-33580276,578,BAK1,true,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,,Exclude_from_gene_set,false,false,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,,OMIM-MIMATCH_result.xlsx,acute ischemic stroke,2026-07-14,true,2444,1000
293,*610221,610221,*,Gene_entry,"AKT1 SUBSTRATE 1, PROLINE-RICH; AKT1S1",,19q13.33,19:49869033-49878356,84335,AKT1S1,true,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,,Exclude_from_gene_set,false,false,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,,OMIM-MIMATCH_result.xlsx,acute ischemic stroke,2026-07-14,true,2444,1000
295,*601593,601593,*,Gene_entry,BRCA1-ASSOCIATED RING DOMAIN 1; BARD1,,2q35,2:214725646-214809683,580,BARD1,true,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,,Exclude_from_gene_set,false,false,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,,OMIM-MIMATCH_result.xlsx,acute ischemic stroke,2026-07-14,true,2444,1000
296,*602620,602620,*,Gene_entry,LEGUMAIN; LGMN,,14q32.12,14:92703809-92748627,5641,LGMN,true,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,,Exclude_from_gene_set,false,false,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,,OMIM-MIMATCH_result.xlsx,acute ischemic stroke,2026-07-14,true,2444,1000
298,*603796,603796,*,Gene_entry,"POTASSIUM CHANNEL, VOLTAGE-GATED, ISK-RELATED SUBFAMILY, MEMBER 2; KCNE2",,21q22.11,21:34364006-34371381,9992,KCNE2,true,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,,Exclude_from_gene_set,false,false,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,,OMIM-MIMATCH_result.xlsx,acute ischemic stroke,2026-07-14,true,2444,1000
299,*604480,604480,*,Gene_entry,SIRTUIN 2; SIRT2,,19q13.2,19:38878555-38899618,22933,SIRT2,true,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,,Exclude_from_gene_set,false,false,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,,OMIM-MIMATCH_result.xlsx,acute ischemic stroke,2026-07-14,true,2444,1000
300,*605476,605476,*,Gene_entry,"ARF GTPase-ACTIVATING PROTEIN WITH GTPase DOMAIN, ANKYRIN REPEAT, AND PLECKSTRIN HOMOLOGY DOMAIN 2; AGAP2",,12q14.1,12:57723761-57742161,116986,AGAP2,true,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,,Exclude_from_gene_set,false,false,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,,OMIM-MIMATCH_result.xlsx,acute ischemic stroke,2026-07-14,true,2444,1000
301,*606882,606882,*,Gene_entry,"ATPase, Cu(2+)-TRANSPORTING, BETA POLYPEPTIDE; ATP7B",,13q14.3,13:51932669-52012132,540,ATP7B,true,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,,Exclude_from_gene_set,false,false,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,,OMIM-MIMATCH_result.xlsx,acute ischemic stroke,2026-07-14,true,2444,1000
302,*607729,607729,*,Gene_entry,DNA DAMAGE-INDUCIBLE TRANSCRIPT 4; DDIT4,,10q22.1,10:72273924-72276036,54541,DDIT4,true,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,,Exclude_from_gene_set,false,false,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,,OMIM-MIMATCH_result.xlsx,acute ischemic stroke,2026-07-14,true,2444,1000
303,*607786,607786,*,Gene_entry,"PROPROTEIN CONVERTASE, SUBTILISIN/KEXIN-TYPE, 9; PCSK9",,1p32.3,1:55039548-55064852,255738,PCSK9,true,Excluded,thrombophilia,Not_assigned,false,false,not_verified_for_AIS,,,Exclude_from_gene_set,false,false,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,,OMIM-MIMATCH_result.xlsx,acute ischemic stroke,2026-07-14,true,2444,1000
304,#212065,212065,#,Phenotype_known_molecular_basis,"CONGENITAL DISORDER OF GLYCOSYLATION, TYPE Ia; CDG1A",,16p13.2,,,,false,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,,Not_a_gene_record,false,false,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,,OMIM-MIMATCH_result.xlsx,acute ischemic stroke,2026-07-14,true,2444,1000
305,#619272,619272,#,Phenotype_known_molecular_basis,"MITOCHONDRIAL COMPLEX I DEFICIENCY, NUCLEAR TYPE 37; MC1DN37",,9q33.2,,,,false,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,,Not_a_gene_record,false,false,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,,OMIM-MIMATCH_result.xlsx,acute ischemic stroke,2026-07-14,true,2444,1000
306,#619329,619329,#,Phenotype_known_molecular_basis,"FIBROMUSCULAR DYSPLASIA, MULTIFOCAL; FMDMF",,9q34.3,,,,false,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,,Not_a_gene_record,false,false,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,,OMIM-MIMATCH_result.xlsx,acute ischemic stroke,2026-07-14,true,2444,1000
307,*590030,590030,*,Gene_entry,"TRANSFER RNA, MITOCHONDRIAL, GLUTAMINE; MTTQ",,,,4572,MTTQ,true,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,,Exclude_from_gene_set,false,false,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,,OMIM-MIMATCH_result.xlsx,acute ischemic stroke,2026-07-14,true,2444,1000
308,#235200,235200,#,Phenotype_known_molecular_basis,"HEMOCHROMATOSIS, TYPE 1; HFE1",,"6p22.2, 20p12.3",,,,false,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,,Not_a_gene_record,false,false,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,,OMIM-MIMATCH_result.xlsx,acute ischemic stroke,2026-07-14,true,2444,1000
309,#256040,256040,#,Phenotype_known_molecular_basis,PROTEASOME-ASSOCIATED AUTOINFLAMMATORY SYNDROME 1; PRAAS1,"PROTEASOME-ASSOCIATED AUTOINFLAMMATORY SYNDROME 1, DIGENIC, INCLUDED",6p21.32,,,,false,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,,Not_a_gene_record,false,false,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,,OMIM-MIMATCH_result.xlsx,acute ischemic stroke,2026-07-14,true,2444,1000
310,#305390,305390,#,Phenotype_known_molecular_basis,"EXUDATIVE VITREORETINOPATHY 2, X-LINKED; EVR2",,Xp11.3,,,,false,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,,Not_a_gene_record,false,false,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,,OMIM-MIMATCH_result.xlsx,acute ischemic stroke,2026-07-14,true,2444,1000
311,#143100,143100,#,Phenotype_known_molecular_basis,HUNTINGTON DISEASE; HD,,4p16.3,,,,false,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,,Not_a_gene_record,false,false,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,,OMIM-MIMATCH_result.xlsx,acute ischemic stroke,2026-07-14,true,2444,1000
312,*313700,313700,*,Gene_entry,ANDROGEN RECEPTOR; AR,,Xq12,X:67544021-67730619,367,AR,true,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,,Exclude_from_gene_set,false,false,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,,OMIM-MIMATCH_result.xlsx,acute ischemic stroke,2026-07-14,true,2444,1000
313,*600636,600636,*,Gene_entry,"CASPASE 3, APOPTOSIS-RELATED CYSTEINE PROTEASE; CASP3",,4q35.1,4:184627696-184649447,836,CASP3,true,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,,Exclude_from_gene_set,false,false,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,,OMIM-MIMATCH_result.xlsx,acute ischemic stroke,2026-07-14,true,2444,1000
314,*601231,601231,*,Gene_entry,MECHANISTIC TARGET OF RAPAMYCIN; MTOR,"MTOR COMPLEX, INCLUDED; MTORC, INCLUDED",1p36.22,1:11106535-11262551,2475,MTOR,true,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,,Exclude_from_gene_set,false,false,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,,OMIM-MIMATCH_result.xlsx,acute ischemic stroke,2026-07-14,true,2444,1000
315,#154700,154700,#,Phenotype_known_molecular_basis,MARFAN SYNDROME; MFS,,15q21.1,,,,false,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,,Not_a_gene_record,false,false,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,,OMIM-MIMATCH_result.xlsx,acute ischemic stroke,2026-07-14,true,2444,1000
316,#203700,203700,#,Phenotype_known_molecular_basis,MITOCHONDRIAL DNA DEPLETION SYNDROME 4A (ALPERS TYPE); MTDPS4A,,15q26.1,,,,false,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,,Not_a_gene_record,false,false,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,,OMIM-MIMATCH_result.xlsx,acute ischemic stroke,2026-07-14,true,2444,1000
317,#220111,220111,#,Phenotype_known_molecular_basis,"MITOCHONDRIAL COMPLEX IV DEFICIENCY, NUCLEAR TYPE 5; MC4DN5",,2p21,,,,false,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,,Not_a_gene_record,false,false,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,,OMIM-MIMATCH_result.xlsx,acute ischemic stroke,2026-07-14,true,2444,1000
318,*516060,516060,*,Gene_entry,ATP SYNTHASE 6; MTATP6,,,,4508,MTATP6,true,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,,Exclude_from_gene_set,false,false,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,,OMIM-MIMATCH_result.xlsx,acute ischemic stroke,2026-07-14,true,2444,1000
319,#242900,242900,#,Phenotype_known_molecular_basis,SCHIMKE IMMUNOOSSEOUS DYSPLASIA; SIOD,,2q35,,,,false,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,,Not_a_gene_record,false,false,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,,OMIM-MIMATCH_result.xlsx,acute ischemic stroke,2026-07-14,true,2444,1000
320,#614028,614028,#,Phenotype_known_molecular_basis,APOLIPOPROTEIN C-III DEFICIENCY,,11q23.3,,,,false,Excluded,thrombophilia,Not_assigned,false,false,not_verified_for_AIS,,,Not_a_gene_record,false,false,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,,OMIM-MIMATCH_result.xlsx,acute ischemic stroke,2026-07-14,true,2444,1000
321,*173360,173360,*,Gene_entry,"SERPIN PEPTIDASE INHIBITOR, CLADE E (NEXIN, PLASMINOGEN ACTIVATOR INHIBITOR TYPE 1), MEMBER 1; SERPINE1",,7q22.1,7:101127104-101139247,5054,SERPINE1,true,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,,Exclude_from_gene_set,false,false,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,,OMIM-MIMATCH_result.xlsx,acute ischemic stroke,2026-07-14,true,2444,1000
322,#617397,617397,#,Phenotype_known_molecular_basis,PSEUDO-TORCH SYNDROME 2; PTORCH2,,22q11.21,,,,false,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,,Not_a_gene_record,false,false,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,,OMIM-MIMATCH_result.xlsx,acute ischemic stroke,2026-07-14,true,2444,1000
323,#246650,246650,#,Phenotype_known_molecular_basis,"LIPASE DEFICIENCY, COMBINED",,16p13.3,,,,false,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,,Not_a_gene_record,false,false,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,,OMIM-MIMATCH_result.xlsx,acute ischemic stroke,2026-07-14,true,2444,1000
324,#238600,238600,#,Phenotype_known_molecular_basis,"HYPERLIPOPROTEINEMIA, TYPE I","HIGH DENSITY LIPOPROTEIN CHOLESTEROL LEVEL QUANTITATIVE TRAIT LOCUS 11, INCLUDED; HDLCQ11, INCLUDED",8p21.3,,,,false,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,,Not_a_gene_record,false,false,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,,OMIM-MIMATCH_result.xlsx,acute ischemic stroke,2026-07-14,true,2444,1000
325,*162643,162643,*,Gene_entry,"CHEMOKINE, CXC MOTIF, RECEPTOR 4; CXCR4",,2q22.1,2:136114349-136118149,7852,CXCR4,true,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,,Exclude_from_gene_set,false,false,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,,OMIM-MIMATCH_result.xlsx,acute ischemic stroke,2026-07-14,true,2444,1000
326,*116805,116805,*,Gene_entry,"CATENIN, ALPHA-1; CTNNA1",,5q31.2,5:138753425-138935034,1495,CTNNA1,true,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,,Exclude_from_gene_set,false,false,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,,OMIM-MIMATCH_result.xlsx,acute ischemic stroke,2026-07-14,true,2444,1000
327,*171833,171833,*,Gene_entry,"PHOSPHATIDYLINOSITOL 3-KINASE, REGULATORY SUBUNIT 1; PIK3R1",,5q13.1,5:68215756-68301821,5295,PIK3R1,true,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,,Exclude_from_gene_set,false,false,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,,OMIM-MIMATCH_result.xlsx,acute ischemic stroke,2026-07-14,true,2444,1000
328,*173370,173370,*,Gene_entry,"PLASMINOGEN ACTIVATOR, TISSUE; PLAT",,8p11.21,8:42174718-42207565,5327,PLAT,true,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,,Exclude_from_gene_set,false,false,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,,OMIM-MIMATCH_result.xlsx,acute ischemic stroke,2026-07-14,true,2444,1000
329,*189907,189907,*,Gene_entry,HNF1 HOMEOBOX B; HNF1B,,17q12,17:37686431-37745059,6928,HNF1B,true,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,,Exclude_from_gene_set,false,false,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,,OMIM-MIMATCH_result.xlsx,acute ischemic stroke,2026-07-14,true,2444,1000
330,*603028,603028,*,Gene_entry,TOLL-LIKE RECEPTOR 2; TLR2,,4q31.3,4:153684280-153710637,7097,TLR2,true,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,,Exclude_from_gene_set,false,false,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,,OMIM-MIMATCH_result.xlsx,acute ischemic stroke,2026-07-14,true,2444,1000
331,*614141,614141,*,Gene_entry,TRIPARTITE MOTIF-CONTAINING PROTEIN 2; TRIM2,,4q31.3,4:153152163-153339317,23321,TRIM2,true,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,,Exclude_from_gene_set,false,false,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,,OMIM-MIMATCH_result.xlsx,acute ischemic stroke,2026-07-14,true,2444,1000
332,*602006,602006,*,Gene_entry,MITOGEN-ACTIVATED PROTEIN KINASE-ACTIVATED PROTEIN KINASE 2; MAPKAPK2,,1q32.1,1:206684905-206734281,9261,MAPKAPK2,true,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,,Exclude_from_gene_set,false,false,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,,OMIM-MIMATCH_result.xlsx,acute ischemic stroke,2026-07-14,true,2444,1000
