Search_Rank,MIM_Raw,MIM_ID,Entry_Prefix,Entry_Type,Title,Included_Titles,Cytogenetic_Location,Genomic_Coordinates_GRCh38,Entrez_Gene_ID_Raw,Title_Symbol_Candidate,Is_Gene_Search_Hit,Relation_Class,Mechanism_Tag,Age_Scope,Hemorrhagic_Flag,Venous_Predominant_Flag,Gene_Phenotype_Link_Status,Evidence_Layer,Linked_Gene_Symbols,Gene_Target_Status,Target_Eligible_Strict,Include_Extended_Sensitivity,Decision_Reason,Evidence_URL,Source_File,Search_Term,Download_Date,Search_Truncated,Reported_Hits,Exported_Hits
539,*164160,164160,*,Gene_entry,LEPTIN; LEP,,7q32.1,7:128241278-128257629,3952,LEP,true,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,,Exclude_from_gene_set,false,false,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,,OMIM-MIMATCH_result.xlsx,acute ischemic stroke,2026-07-14,true,2444,1000
540,*600160,600160,*,Gene_entry,CYCLIN-DEPENDENT KINASE INHIBITOR 2A; CDKN2A,"p14(ARF), INCLUDED",9p21.3,9:21967752-21995324,1029,CDKN2A,true,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,,Exclude_from_gene_set,false,false,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,,OMIM-MIMATCH_result.xlsx,acute ischemic stroke,2026-07-14,true,2444,1000
541,*125270,125270,*,Gene_entry,DELTA-AMINOLEVULINATE DEHYDRATASE; ALAD,,9q32,9:113386312-113401284,210,ALAD,true,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,,Exclude_from_gene_set,false,false,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,,OMIM-MIMATCH_result.xlsx,acute ischemic stroke,2026-07-14,true,2444,1000
542,*179710,179710,*,Gene_entry,REGULATOR OF CHROMOSOME CONDENSATION 1; RCC1,,1p35.3,1:28506043-28538989,1104,RCC1,true,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,,Exclude_from_gene_set,false,false,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,,OMIM-MIMATCH_result.xlsx,acute ischemic stroke,2026-07-14,true,2444,1000
543,*190030,190030,*,Gene_entry,"FES PROTOONCOGENE, TYROSINE KINASE; FES",,15q26.1,15:90884504-90895776,2242,FES,true,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,,Exclude_from_gene_set,false,false,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,,OMIM-MIMATCH_result.xlsx,acute ischemic stroke,2026-07-14,true,2444,1000
544,#613070,613070,#,Phenotype_known_molecular_basis,"LIVER FAILURE, INFANTILE, TRANSIENT; LFIT",,22q13.31,,,,false,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,,Not_a_gene_record,false,false,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,,OMIM-MIMATCH_result.xlsx,acute ischemic stroke,2026-07-14,true,2444,1000
545,#121300,121300,#,Phenotype_known_molecular_basis,"COPROPORPHYRIA, HEREDITARY; HCP",,3q11.2,,,,false,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,,Not_a_gene_record,false,false,非脑动脉缺血性疾病,,OMIM-MIMATCH_result.xlsx,acute ischemic stroke,2026-07-14,true,2444,1000
546,*176797,176797,*,Gene_entry,ZINC FINGER- AND BTB DOMAIN-CONTAINING PROTEIN 16; ZBTB16,"PLZF/RARA FUSION GENE, INCLUDED",11q23.2,11:114059711-114256770,7704,ZBTB16,true,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,,Exclude_from_gene_set,false,false,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,,OMIM-MIMATCH_result.xlsx,acute ischemic stroke,2026-07-14,true,2444,1000
547,#616878,616878,#,Phenotype_known_molecular_basis,"METABOLIC CRISES, RECURRENT, WITH RHABDOMYOLYSIS, CARDIAC ARRHYTHMIAS, AND NEURODEGENERATION; MECRCN",,22q11.21,,,,false,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,,Not_a_gene_record,false,false,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,,OMIM-MIMATCH_result.xlsx,acute ischemic stroke,2026-07-14,true,2444,1000
548,#608232,608232,#,Phenotype_known_molecular_basis,"LEUKEMIA, CHRONIC MYELOID; CML","LEUKEMIA, PHILADELPHIA CHROMOSOME-POSITIVE, RESISTANT TO IMATANIB, INCLUDED","9q34.12, 22q11.23",,,,false,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,,Not_a_gene_record,false,false,检索词中的acute等来自血液肿瘤语境，非脑缺血性卒中,,OMIM-MIMATCH_result.xlsx,acute ischemic stroke,2026-07-14,true,2444,1000
549,#620704,620704,#,Phenotype_known_molecular_basis,"ENCEPHALOPATHY, PORPHYRIA-RELATED; ENCEP",,11q23.3,,,,false,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,,Not_a_gene_record,false,false,非脑动脉缺血性疾病,,OMIM-MIMATCH_result.xlsx,acute ischemic stroke,2026-07-14,true,2444,1000
550,*159556,159556,*,Gene_entry,MLLT1 SUPER ELONGATION COMPLEX SUBUNIT; MLLT1,"ENL/MLL FUSION GENE, INCLUDED",19p13.3,19:6210381-6279975,4298,MLLT1,true,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,,Exclude_from_gene_set,false,false,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,,OMIM-MIMATCH_result.xlsx,acute ischemic stroke,2026-07-14,true,2444,1000
551,*600140,600140,*,Gene_entry,CREB-BINDING PROTEIN; CREBBP,"CBP/MOZ FUSION GENE, INCLUDED",16p13.3,16:3725054-3880713,1387,CREBBP,true,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,,Exclude_from_gene_set,false,false,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,,OMIM-MIMATCH_result.xlsx,acute ischemic stroke,2026-07-14,true,2444,1000
552,*138971,138971,*,Gene_entry,"COLONY-STIMULATING FACTOR 3 RECEPTOR, GRANULOCYTE; CSF3R",,1p34.3,1:36466043-36483314,1441,CSF3R,true,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,,Exclude_from_gene_set,false,false,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,,OMIM-MIMATCH_result.xlsx,acute ischemic stroke,2026-07-14,true,2444,1000
553,*300335,300335,*,Gene_entry,ANGIOTENSIN I-CONVERTING ENZYME 2; ACE2,,Xp22.2,X:15518197-15607211,59272,ACE2,true,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,,Exclude_from_gene_set,false,false,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,,OMIM-MIMATCH_result.xlsx,acute ischemic stroke,2026-07-14,true,2444,1000
554,*305371,305371,*,Gene_entry,GATA-BINDING PROTEIN 1; GATA1,,Xp11.23,X:48786590-48794311,2623,GATA1,true,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,,Exclude_from_gene_set,false,false,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,,OMIM-MIMATCH_result.xlsx,acute ischemic stroke,2026-07-14,true,2444,1000
555,#190685,190685,#,Phenotype_known_molecular_basis,DOWN SYNDROME,"DOWN SYNDROME CHROMOSOME REGION, INCLUDED; DCR, INCLUDED",21q22.3,21:41200001-46709983,,,false,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,,Not_a_gene_record,false,false,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,,OMIM-MIMATCH_result.xlsx,acute ischemic stroke,2026-07-14,true,2444,1000
556,*121360,121360,*,Gene_entry,"CORE-BINDING FACTOR, BETA SUBUNIT; CBFB","CBFB/MYH11 FUSION GENE, INCLUDED",16q22.1,16:67029149-67101058,865,CBFB,true,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,,Exclude_from_gene_set,false,false,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,,OMIM-MIMATCH_result.xlsx,acute ischemic stroke,2026-07-14,true,2444,1000
557,*606989,606989,*,Gene_entry,MYELOPEROXIDASE; MPO,,17q22,17:58269855-58280935,4353,MPO,true,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,,Exclude_from_gene_set,false,false,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,,OMIM-MIMATCH_result.xlsx,acute ischemic stroke,2026-07-14,true,2444,1000
558,*607982,607982,*,Gene_entry,SCY1-LIKE 1; SCYL1,,11q13.1,11:65525083-65538704,57410,SCYL1,true,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,,Exclude_from_gene_set,false,false,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,,OMIM-MIMATCH_result.xlsx,acute ischemic stroke,2026-07-14,true,2444,1000
559,*167414,167414,*,Gene_entry,PAIRED BOX GENE 5; PAX5,"PAX5/NOL4L FUSION GENE, INCLUDED",9p13.2,9:36833269-37034268,5079,PAX5,true,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,,Exclude_from_gene_set,false,false,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,,OMIM-MIMATCH_result.xlsx,acute ischemic stroke,2026-07-14,true,2444,1000
560,#106100,106100,#,Phenotype_known_molecular_basis,"ANGIOEDEMA, HEREDITARY, 1; HAE1","ANGIOEDEMA, HEREDITARY, 2, INCLUDED; HAE2, INCLUDED",11q12.1,,,,false,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,,Not_a_gene_record,false,false,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,,OMIM-MIMATCH_result.xlsx,acute ischemic stroke,2026-07-14,true,2444,1000
561,#535000,535000,#,Phenotype_known_molecular_basis,LEBER OPTIC ATROPHY,,,,,,false,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,,Not_a_gene_record,false,false,眼科缺血或视网膜疾病，非AIS；RVCLS白名单除外,,OMIM-MIMATCH_result.xlsx,acute ischemic stroke,2026-07-14,true,2444,1000
562,#613710,613710,#,Phenotype_known_molecular_basis,THIAMINE METABOLISM DYSFUNCTION SYNDROME 4 (BILATERAL STRIATAL DEGENERATION AND PROGRESSIVE POLYNEUROPATHY TYPE); THMD4,,17q25.1,,,,false,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,,Not_a_gene_record,false,false,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,,OMIM-MIMATCH_result.xlsx,acute ischemic stroke,2026-07-14,true,2444,1000
563,#616483,616483,#,Phenotype_known_molecular_basis,INFANTILE LIVER FAILURE SYNDROME 2; ILFS2,,2p24.3,,,,false,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,,Not_a_gene_record,false,false,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,,OMIM-MIMATCH_result.xlsx,acute ischemic stroke,2026-07-14,true,2444,1000
564,#618641,618641,#,Phenotype_known_molecular_basis,INFANTILE LIVER FAILURE SYNDROME 3; ILFS3,,7q22.3,,,,false,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,,Not_a_gene_record,false,false,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,,OMIM-MIMATCH_result.xlsx,acute ischemic stroke,2026-07-14,true,2444,1000
565,*607024,607024,*,Gene_entry,DEBRANCHING RNA LARIATS 1; DBR1,,3q22.3,3:138160988-138174921,51163,DBR1,true,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,,Exclude_from_gene_set,false,false,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,,OMIM-MIMATCH_result.xlsx,acute ischemic stroke,2026-07-14,true,2444,1000
566,*608107,608107,*,Gene_entry,"MEFV INNATE IMMUNITY REGULATOR, PYRIN; MEFV",,16p13.3,16:3242027-3256633,4210,MEFV,true,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,,Exclude_from_gene_set,false,false,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,,OMIM-MIMATCH_result.xlsx,acute ischemic stroke,2026-07-14,true,2444,1000
567,#609016,609016,#,Phenotype_known_molecular_basis,LONG-CHAIN 3-HYDROXYACYL-CoA DEHYDROGENASE DEFICIENCY,,2p23.3,,,,false,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,,Not_a_gene_record,false,false,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,,OMIM-MIMATCH_result.xlsx,acute ischemic stroke,2026-07-14,true,2444,1000
568,#610424,610424,#,Phenotype_known_molecular_basis,"HEPATITIS B VIRUS, SUSCEPTIBILITY TO","HEPATITIS B VIRUS, RESISTANCE TO, INCLUDED","6q23.3, 21q22.11, 21q22.11",,,,false,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,,Not_a_gene_record,false,false,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,,OMIM-MIMATCH_result.xlsx,acute ischemic stroke,2026-07-14,true,2444,1000
569,#601338,601338,#,Phenotype_known_molecular_basis,"CEREBELLAR ATAXIA, AREFLEXIA, PES CAVUS, OPTIC ATROPHY, AND SENSORINEURAL HEARING LOSS; CAPOS",,19q13.2,,,,false,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,,Not_a_gene_record,false,false,眼科缺血或视网膜疾病，非AIS；RVCLS白名单除外,,OMIM-MIMATCH_result.xlsx,acute ischemic stroke,2026-07-14,true,2444,1000
570,#260400,260400,#,Phenotype_known_molecular_basis,SHWACHMAN-DIAMOND SYNDROME 1; SDS1,,7q11.21,,,,false,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,,Not_a_gene_record,false,false,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,,OMIM-MIMATCH_result.xlsx,acute ischemic stroke,2026-07-14,true,2444,1000
571,#300323,300323,#,Phenotype_known_molecular_basis,"HYPERURICEMIA, HPRT-RELATED; HRH",,Xq26.2-q26.3,,,,false,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,,Not_a_gene_record,false,false,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,,OMIM-MIMATCH_result.xlsx,acute ischemic stroke,2026-07-14,true,2444,1000
572,#614038,614038,#,Phenotype_known_molecular_basis,"LYMPHEDEMA, PRIMARY, WITH MYELODYSPLASIA",,3q21.3,,,,false,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,,Not_a_gene_record,false,false,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,,OMIM-MIMATCH_result.xlsx,acute ischemic stroke,2026-07-14,true,2444,1000
573,#619864,619864,#,Phenotype_known_molecular_basis,"LEUKODYSTROPHY, CHILDHOOD-ONSET, REMITTING; CORLK",,9q22.32,,,,false,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,,Not_a_gene_record,false,false,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,,OMIM-MIMATCH_result.xlsx,acute ischemic stroke,2026-07-14,true,2444,1000
574,*187270,187270,*,Gene_entry,TELOMERASE REVERSE TRANSCRIPTASE; TERT,,5p15.33,5:1253167-1295068,7015,TERT,true,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,,Exclude_from_gene_set,false,false,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,,OMIM-MIMATCH_result.xlsx,acute ischemic stroke,2026-07-14,true,2444,1000
575,*600650,600650,*,Gene_entry,CARNITINE PALMITOYLTRANSFERASE II; CPT2,,1p32.3,1:53196824-53214197,1376,CPT2,true,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,,Exclude_from_gene_set,false,false,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,,OMIM-MIMATCH_result.xlsx,acute ischemic stroke,2026-07-14,true,2444,1000
576,*600890,600890,*,Gene_entry,"HYDROXYACYL-CoA DEHYDROGENASE/3-KETOACYL-CoA THIOLASE/ENOYL-CoA HYDRATASE, ALPHA SUBUNIT; HADHA",,2p23.3,2:26190635-26244632,3030,HADHA,true,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,,Exclude_from_gene_set,false,false,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,,OMIM-MIMATCH_result.xlsx,acute ischemic stroke,2026-07-14,true,2444,1000
577,*137295,137295,*,Gene_entry,GATA-BINDING PROTEIN 2; GATA2,,3q21.3,3:128479422-128493201,2624,GATA2,true,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,,Exclude_from_gene_set,false,false,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,,OMIM-MIMATCH_result.xlsx,acute ischemic stroke,2026-07-14,true,2444,1000
578,*142981,142981,*,Gene_entry,HOMEOBOX D4; HOXD4,,2q31.1,2:176151550-176153226,3233,HOXD4,true,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,,Exclude_from_gene_set,false,false,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,,OMIM-MIMATCH_result.xlsx,acute ischemic stroke,2026-07-14,true,2444,1000
579,*601728,601728,*,Gene_entry,PHOSPHATASE AND TENSIN HOMOLOG; PTEN,,10q23.31,10:87863625-87971930,5728,PTEN,true,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,,Exclude_from_gene_set,false,false,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,,OMIM-MIMATCH_result.xlsx,acute ischemic stroke,2026-07-14,true,2444,1000
580,*602170,602170,*,Gene_entry,MYD88 INNATE IMMUNE SIGNAL TRANSDUCTION ADAPTOR; MYD88,,3p22.2,3:38138661-38143022,4615,MYD88,true,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,,Exclude_from_gene_set,false,false,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,,OMIM-MIMATCH_result.xlsx,acute ischemic stroke,2026-07-14,true,2444,1000
581,*603023,603023,*,Gene_entry,IKAROS FAMILY ZINC FINGER 1; IKZF1,"IKAROS/BCL6 FUSION GENE, INCLUDED",7p12.2,7:50303455-50405101,10320,IKZF1,true,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,,Exclude_from_gene_set,false,false,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,,OMIM-MIMATCH_result.xlsx,acute ischemic stroke,2026-07-14,true,2444,1000
582,*300694,300694,*,Gene_entry,MICRO RNA 223; MIR223,,Xq12,X:66018870-66018979,407008,MIR223,true,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,,Exclude_from_gene_set,false,false,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,,OMIM-MIMATCH_result.xlsx,acute ischemic stroke,2026-07-14,true,2444,1000
583,*619378,619378,*,Gene_entry,"SMALL NUCLEOLAR RNA, H/ACA BOX, 31; SNORA31",,13q14.13,13:45337480-45337609,677814,SNORA31,true,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,,Exclude_from_gene_set,false,false,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,,OMIM-MIMATCH_result.xlsx,acute ischemic stroke,2026-07-14,true,2444,1000
584,#178500,178500,#,Phenotype_known_molecular_basis,INTERSTITIAL LUNG DISEASE 2; ILD2,"HAMMAN-RICH DISEASE, INCLUDED","10q22.3, 11p15.5",,,,false,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,,Not_a_gene_record,false,false,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,,OMIM-MIMATCH_result.xlsx,acute ischemic stroke,2026-07-14,true,2444,1000
585,#231680,231680,#,Phenotype_known_molecular_basis,MULTIPLE ACYL-CoA DEHYDROGENASE DEFICIENCY; MADD,"GLUTARIC ACIDEMIA IIA, INCLUDED; GA2A, INCLUDED","4q32.1, 15q24.2-q24.3, 19q13.41",,,,false,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,,Not_a_gene_record,false,false,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,,OMIM-MIMATCH_result.xlsx,acute ischemic stroke,2026-07-14,true,2444,1000
586,#252270,252270,#,Phenotype_known_molecular_basis,MONOSOMY 7 MYELODYSPLASIA AND LEUKEMIA SYNDROME 1; M7MLS1,,7q21.2,,,,false,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,,Not_a_gene_record,false,false,检索词中的acute等来自血液肿瘤语境，非脑缺血性卒中,,OMIM-MIMATCH_result.xlsx,acute ischemic stroke,2026-07-14,true,2444,1000
587,#610460,610460,#,Phenotype_known_molecular_basis,"THIOPURINES, POOR METABOLISM OF, 1; THPM1",,6p22.3,,,,false,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,,Not_a_gene_record,false,false,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,,OMIM-MIMATCH_result.xlsx,acute ischemic stroke,2026-07-14,true,2444,1000
588,#620483,620483,#,Phenotype_known_molecular_basis,"VARIEGATE PORPHYRIA, CHILDHOOD-ONSET; VPCO",,1q23.3,,,,false,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,,Not_a_gene_record,false,false,非脑动脉缺血性疾病,,OMIM-MIMATCH_result.xlsx,acute ischemic stroke,2026-07-14,true,2444,1000
589,*124092,124092,*,Gene_entry,INTERLEUKIN 10; IL10,,1q32.1,1:206767602-206772494,3586,IL10,true,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,,Exclude_from_gene_set,false,false,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,,OMIM-MIMATCH_result.xlsx,acute ischemic stroke,2026-07-14,true,2444,1000
591,*142385,142385,*,Gene_entry,HEPATIC LEUKEMIA FACTOR; HLF,"HLF/E2A FUSION GENE, INCLUDED",17q22,17:55264960-55325187,3131,HLF,true,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,,Exclude_from_gene_set,false,false,检索词中的acute等来自血液肿瘤语境，非脑缺血性卒中,,OMIM-MIMATCH_result.xlsx,acute ischemic stroke,2026-07-14,true,2444,1000
592,*601181,601181,*,Gene_entry,RAN-BINDING PROTEIN 2; RANBP2,,2q13,2:108719482-109842301,5903,RANBP2,true,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,,Exclude_from_gene_set,false,false,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,,OMIM-MIMATCH_result.xlsx,acute ischemic stroke,2026-07-14,true,2444,1000
593,*601408,601408,*,Gene_entry,LYSINE ACETYLTRANSFERASE 6A; KAT6A,"MOZ/CBP FUSION GENE, INCLUDED",8p11.21,8:41929479-42051987,7994,KAT6A,true,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,,Exclude_from_gene_set,false,false,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,,OMIM-MIMATCH_result.xlsx,acute ischemic stroke,2026-07-14,true,2444,1000
594,*605312,605312,*,Gene_entry,GROWTH/DIFFERENTIATION FACTOR 15; GDF15,,19p13.11,19:18386158-18389176,9518,GDF15,true,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,,Exclude_from_gene_set,false,false,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,,OMIM-MIMATCH_result.xlsx,acute ischemic stroke,2026-07-14,true,2444,1000
595,*606411,606411,*,Gene_entry,"SOLUTE CARRIER FAMILY 13 (SODIUM-DEPENDENT DICARBOXYLATE TRANSPORTER), MEMBER 3; SLC13A3",,20q13.12,20:46557828-46684485,64849,SLC13A3,true,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,,Exclude_from_gene_set,false,false,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,,OMIM-MIMATCH_result.xlsx,acute ischemic stroke,2026-07-14,true,2444,1000
596,#500009,500009,#,Phenotype_known_molecular_basis,"MITOCHONDRIAL MYOPATHY, INFANTILE, TRANSIENT; MMIT",,,,,,false,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,,Not_a_gene_record,false,false,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,,OMIM-MIMATCH_result.xlsx,acute ischemic stroke,2026-07-14,true,2444,1000
597,#614742,614742,#,Phenotype_known_molecular_basis,"PULMONARY FIBROSIS AND/OR BONE MARROW FAILURE SYNDROME, TELOMERE-RELATED, 1; PFBMFT1",,5p15.33,,,,false,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,,Not_a_gene_record,false,false,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,,OMIM-MIMATCH_result.xlsx,acute ischemic stroke,2026-07-14,true,2444,1000
598,#614962,614962,#,Phenotype_known_molecular_basis,LEPTIN DEFICIENCY OR DYSFUNCTION; LEPD,,7q32.1,,,,false,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,,Not_a_gene_record,false,false,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,,OMIM-MIMATCH_result.xlsx,acute ischemic stroke,2026-07-14,true,2444,1000
599,#615751,615751,#,Phenotype_known_molecular_basis,"CARBONIC ANHYDRASE VA DEFICIENCY, HYPERAMMONEMIA DUE TO; CA5AD",,16q24.2,,,,false,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,,Not_a_gene_record,false,false,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,,OMIM-MIMATCH_result.xlsx,acute ischemic stroke,2026-07-14,true,2444,1000
600,#615879,615879,#,Phenotype_known_molecular_basis,TATTON-BROWN-RAHMAN SYNDROME; TBRS,,2p23.3,,,,false,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,,Not_a_gene_record,false,false,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,,OMIM-MIMATCH_result.xlsx,acute ischemic stroke,2026-07-14,true,2444,1000
601,#618321,618321,#,Phenotype_known_molecular_basis,"ENCEPHALOPATHY, PROGRESSIVE, EARLY-ONSET, WITH BRAIN EDEMA AND/OR LEUKOENCEPHALOPATHY, 2; PEBEL2",,13q34,,,,false,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,,Not_a_gene_record,false,false,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,,OMIM-MIMATCH_result.xlsx,acute ischemic stroke,2026-07-14,true,2444,1000
602,#619935,619935,#,Phenotype_known_molecular_basis,"IMMUNODEFICIENCY 106, SUSCEPTIBILITY TO VIRAL INFECTIONS; IMD106",,21q22.11,,,,false,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,,Not_a_gene_record,false,false,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,,OMIM-MIMATCH_result.xlsx,acute ischemic stroke,2026-07-14,true,2444,1000
