MIM_Raw,Title,Comparison_Status,Old_Rank_200_export,New_Rank_1000_export,Rank_Shift_New_Minus_Old,Field_Values_Changed
%611775,KAWASAKI DISEASE,New_due_to_higher_export_limit,,257,,false
*300386,CD40 LIGAND; CD40LG,New_due_to_higher_export_limit,,258,,false
#545000,MYOCLONIC EPILEPSY ASSOCIATED WITH RAGGED-RED FIBERS; MERRF,New_due_to_higher_export_limit,,259,,false
#601005,TIMOTHY SYNDROME; TS,New_due_to_higher_export_limit,,260,,false
*147620,INTERLEUKIN 6; IL6,New_due_to_higher_export_limit,,261,,false
*114610,CANNABINOID RECEPTOR 1; CNR1,New_due_to_higher_export_limit,,262,,false
#300908,"ANEMIA, CONGENITAL, NONSPHEROCYTIC HEMOLYTIC, 1; CNSHA1",New_due_to_higher_export_limit,,263,,false
*600953,INTERLEUKIN 18; IL18,New_due_to_higher_export_limit,,264,,false
*607102,WT1 TRANSCRIPTION FACTOR; WT1,New_due_to_higher_export_limit,,265,,false
*163730,NITRIC OXIDE SYNTHASE 2; NOS2,New_due_to_higher_export_limit,,266,,false
#260920,HYPER-IgD SYNDROME; HIDS,New_due_to_higher_export_limit,,267,,false
#312170,PYRUVATE DEHYDROGENASE E1-ALPHA DEFICIENCY; PDHAD,New_due_to_higher_export_limit,,268,,false
*154545,MANNOSE-BINDING LECTIN 2; MBL2,New_due_to_higher_export_limit,,269,,false
*176385,PAPPALYSIN 1; PAPPA,New_due_to_higher_export_limit,,270,,false
*602681,FORKHEAD BOX O3; FOXO3,New_due_to_higher_export_limit,,271,,false
*606386,OLIGODENDROCYTE LINEAGE TRANSCRIPTION FACTOR 2; OLIG2,New_due_to_higher_export_limit,,272,,false
#116860,CEREBRAL CAVERNOUS MALFORMATIONS; CCM,New_due_to_higher_export_limit,,273,,false
#152700,SYSTEMIC LUPUS ERYTHEMATOSUS; SLE,New_due_to_higher_export_limit,,274,,false
#612932,GLYCOGEN STORAGE DISEASE XIII; GSD13,New_due_to_higher_export_limit,,275,,false
#137800,GLIOMA SUSCEPTIBILITY 1; GLM1,New_due_to_higher_export_limit,,276,,false
*120577,"COMPLEMENT COMPONENT 1, q SUBCOMPONENT, RECEPTOR 1; C1QR1",New_due_to_higher_export_limit,,277,,false
*600181,LIPOCALIN 2; LCN2,New_due_to_higher_export_limit,,278,,false
*601439,"ATP-BINDING CASSETTE, SUBFAMILY C, MEMBER 9; ABCC9",New_due_to_higher_export_limit,,279,,false
*606425,EGL9 FAMILY HYPOXIA-INDUCIBLE FACTOR 1; EGLN1,New_due_to_higher_export_limit,,280,,false
#160980,"CARNEY COMPLEX, TYPE 1; CNC1",New_due_to_higher_export_limit,,281,,false
#612067,DYSTONIA 16; DYT16,New_due_to_higher_export_limit,,282,,false
#612797,HIGH DENSITY LIPOPROTEIN CHOLESTEROL LEVEL QUANTITATIVE TRAIT LOCUS 12; HDLCQ12,New_due_to_higher_export_limit,,283,,false
#618672,"INTELLECTUAL DEVELOPMENTAL DISORDER WITH SPEECH DELAY, AUTISM, AND DYSMORPHIC FACIES; IDDSADF",New_due_to_higher_export_limit,,284,,false
#130050,"EHLERS-DANLOS SYNDROME, VASCULAR TYPE; EDSVASC",New_due_to_higher_export_limit,,285,,false
#602501,MEGALENCEPHALY-CAPILLARY MALFORMATION-POLYMICROGYRIA SYNDROME; MCAP,New_due_to_higher_export_limit,,286,,false
#300868,MULTIPLE CONGENITAL ANOMALIES-HYPOTONIA-SEIZURES SYNDROME 2; MCAHS2,New_due_to_higher_export_limit,,287,,false
#620410,LOW DENSITY LIPOPROTEIN CHOLESTEROL LEVEL QUANTITATIVE TRAIT LOCUS 3; LDLCQ3,New_due_to_higher_export_limit,,288,,false
*106150,ANGIOTENSINOGEN; AGT,New_due_to_higher_export_limit,,289,,false
*173350,PLASMINOGEN; PLG,New_due_to_higher_export_limit,,290,,false
*600046,"ATP-BINDING CASSETTE, SUBFAMILY A, MEMBER 1; ABCA1",New_due_to_higher_export_limit,,291,,false
*600516,BCL2 ANTAGONIST KILLER 1; BAK1,New_due_to_higher_export_limit,,292,,false
*610221,"AKT1 SUBSTRATE 1, PROLINE-RICH; AKT1S1",New_due_to_higher_export_limit,,293,,false
*139396,"GUANYLATE CYCLASE, SOLUBLE, ALPHA-1; GUCY1A1",New_due_to_higher_export_limit,,294,,false
*601593,BRCA1-ASSOCIATED RING DOMAIN 1; BARD1,New_due_to_higher_export_limit,,295,,false
*602620,LEGUMAIN; LGMN,New_due_to_higher_export_limit,,296,,false
*603700,ARACHIDONATE 5-LIPOXYGENASE-ACTIVATING PROTEIN; ALOX5AP,New_due_to_higher_export_limit,,297,,false
*603796,"POTASSIUM CHANNEL, VOLTAGE-GATED, ISK-RELATED SUBFAMILY, MEMBER 2; KCNE2",New_due_to_higher_export_limit,,298,,false
*604480,SIRTUIN 2; SIRT2,New_due_to_higher_export_limit,,299,,false
*605476,"ARF GTPase-ACTIVATING PROTEIN WITH GTPase DOMAIN, ANKYRIN REPEAT, AND PLECKSTRIN HOMOLOGY DOMAIN 2; AGAP2",New_due_to_higher_export_limit,,300,,false
*606882,"ATPase, Cu(2+)-TRANSPORTING, BETA POLYPEPTIDE; ATP7B",New_due_to_higher_export_limit,,301,,false
*607729,DNA DAMAGE-INDUCIBLE TRANSCRIPT 4; DDIT4,New_due_to_higher_export_limit,,302,,false
*607786,"PROPROTEIN CONVERTASE, SUBTILISIN/KEXIN-TYPE, 9; PCSK9",New_due_to_higher_export_limit,,303,,false
#212065,"CONGENITAL DISORDER OF GLYCOSYLATION, TYPE Ia; CDG1A",New_due_to_higher_export_limit,,304,,false
#619272,"MITOCHONDRIAL COMPLEX I DEFICIENCY, NUCLEAR TYPE 37; MC1DN37",New_due_to_higher_export_limit,,305,,false
#619329,"FIBROMUSCULAR DYSPLASIA, MULTIFOCAL; FMDMF",New_due_to_higher_export_limit,,306,,false
*590030,"TRANSFER RNA, MITOCHONDRIAL, GLUTAMINE; MTTQ",New_due_to_higher_export_limit,,307,,false
#235200,"HEMOCHROMATOSIS, TYPE 1; HFE1",New_due_to_higher_export_limit,,308,,false
#256040,PROTEASOME-ASSOCIATED AUTOINFLAMMATORY SYNDROME 1; PRAAS1,New_due_to_higher_export_limit,,309,,false
#305390,"EXUDATIVE VITREORETINOPATHY 2, X-LINKED; EVR2",New_due_to_higher_export_limit,,310,,false
#143100,HUNTINGTON DISEASE; HD,New_due_to_higher_export_limit,,311,,false
*313700,ANDROGEN RECEPTOR; AR,New_due_to_higher_export_limit,,312,,false
*600636,"CASPASE 3, APOPTOSIS-RELATED CYSTEINE PROTEASE; CASP3",New_due_to_higher_export_limit,,313,,false
*601231,MECHANISTIC TARGET OF RAPAMYCIN; MTOR,New_due_to_higher_export_limit,,314,,false
#154700,MARFAN SYNDROME; MFS,New_due_to_higher_export_limit,,315,,false
#203700,MITOCHONDRIAL DNA DEPLETION SYNDROME 4A (ALPERS TYPE); MTDPS4A,New_due_to_higher_export_limit,,316,,false
#220111,"MITOCHONDRIAL COMPLEX IV DEFICIENCY, NUCLEAR TYPE 5; MC4DN5",New_due_to_higher_export_limit,,317,,false
*516060,ATP SYNTHASE 6; MTATP6,New_due_to_higher_export_limit,,318,,false
#242900,SCHIMKE IMMUNOOSSEOUS DYSPLASIA; SIOD,New_due_to_higher_export_limit,,319,,false
#614028,APOLIPOPROTEIN C-III DEFICIENCY,New_due_to_higher_export_limit,,320,,false
*173360,"SERPIN PEPTIDASE INHIBITOR, CLADE E (NEXIN, PLASMINOGEN ACTIVATOR INHIBITOR TYPE 1), MEMBER 1; SERPINE1",New_due_to_higher_export_limit,,321,,false
#617397,PSEUDO-TORCH SYNDROME 2; PTORCH2,New_due_to_higher_export_limit,,322,,false
#246650,"LIPASE DEFICIENCY, COMBINED",New_due_to_higher_export_limit,,323,,false
#238600,"HYPERLIPOPROTEINEMIA, TYPE I",New_due_to_higher_export_limit,,324,,false
*162643,"CHEMOKINE, CXC MOTIF, RECEPTOR 4; CXCR4",New_due_to_higher_export_limit,,325,,false
*116805,"CATENIN, ALPHA-1; CTNNA1",New_due_to_higher_export_limit,,326,,false
*171833,"PHOSPHATIDYLINOSITOL 3-KINASE, REGULATORY SUBUNIT 1; PIK3R1",New_due_to_higher_export_limit,,327,,false
*173370,"PLASMINOGEN ACTIVATOR, TISSUE; PLAT",New_due_to_higher_export_limit,,328,,false
*189907,HNF1 HOMEOBOX B; HNF1B,New_due_to_higher_export_limit,,329,,false
*603028,TOLL-LIKE RECEPTOR 2; TLR2,New_due_to_higher_export_limit,,330,,false
*614141,TRIPARTITE MOTIF-CONTAINING PROTEIN 2; TRIM2,New_due_to_higher_export_limit,,331,,false
*602006,MITOGEN-ACTIVATED PROTEIN KINASE-ACTIVATED PROTEIN KINASE 2; MAPKAPK2,New_due_to_higher_export_limit,,332,,false
*602739,"PROTEIN KINASE, AMP-ACTIVATED, CATALYTIC, ALPHA-1; PRKAA1",New_due_to_higher_export_limit,,333,,false
*603827,BCL2-LIKE 11; BCL2L11,New_due_to_higher_export_limit,,334,,false
*606057,RAP GUANINE NUCLEOTIDE EXCHANGE FACTOR 3; RAPGEF3,New_due_to_higher_export_limit,,335,,false
#252010,"MITOCHONDRIAL COMPLEX I DEFICIENCY, NUCLEAR TYPE 1; MC1DN1",New_due_to_higher_export_limit,,336,,false
#302060,BARTH SYNDROME; BTHS,New_due_to_higher_export_limit,,337,,false
*162640,NEUROPEPTIDE Y; NPY,New_due_to_higher_export_limit,,338,,false
*601121,PLACENTAL GROWTH FACTOR; PGF,New_due_to_higher_export_limit,,339,,false
*602897,MITOGEN-ACTIVATED PROTEIN KINASE 10; MAPK10,New_due_to_higher_export_limit,,340,,false
*604384,"ATPase, Ca(2+)-TRANSPORTING, TYPE 2C, MEMBER 1; ATP2C1",New_due_to_higher_export_limit,,341,,false
#614521,THROMBOCYTHEMIA 3; THCYT3,New_due_to_higher_export_limit,,342,,false
#232800,GLYCOGEN STORAGE DISEASE VII; GSD7,New_due_to_higher_export_limit,,343,,false
#143890,"HYPERCHOLESTEROLEMIA, FAMILIAL, 1; FHCL1",New_due_to_higher_export_limit,,344,,false
#614008,NESTOR-GUILLERMO PROGERIA SYNDROME; NGPS,New_due_to_higher_export_limit,,345,,false
*107776,AQUAPORIN 1; AQP1,New_due_to_higher_export_limit,,346,,false
*113503,BRADYKININ RECEPTOR B2; BDKRB2,New_due_to_higher_export_limit,,347,,false
*116880,CATHEPSIN L; CTSL,New_due_to_higher_export_limit,,348,,false
*176990,"S100 CALCIUM-BINDING PROTEIN, BETA; S100B",New_due_to_higher_export_limit,,349,,false
*600337,BRADYKININ RECEPTOR B1; BDKRB1,New_due_to_higher_export_limit,,350,,false
*600835,"CHEMOKINE, CXC MOTIF, LIGAND 12; CXCL12",New_due_to_higher_export_limit,,351,,false
*611741,"ACID-SENSING ION CHANNEL, SUBUNIT 3; ASIC3",New_due_to_higher_export_limit,,352,,false
*614112,MICRO RNA 320A; MIR320A,New_due_to_higher_export_limit,,353,,false
*616506,NEURON-DERIVED NEUROTROPHIC FACTOR; NDNF,New_due_to_higher_export_limit,,354,,false
*123831,CYCLIN-DEPENDENT KINASE 5; CDK5,New_due_to_higher_export_limit,,355,,false
*602836,"PURINERGIC RECEPTOR P2X, LIGAND-GATED ION CHANNEL, 5; P2RX5",New_due_to_higher_export_limit,,356,,false
*604517,"PEROXISOME PROLIFERATOR-ACTIVATED RECEPTOR-GAMMA, COACTIVATOR 1, ALPHA; PPARGC1A",New_due_to_higher_export_limit,,357,,false
*605246,COMPLEMENT COMPONENT 3a RECEPTOR 1; C3AR1,New_due_to_higher_export_limit,,358,,false
*605304,NEUROGLOBIN; NGB,New_due_to_higher_export_limit,,359,,false
*606650,"GLUTAMATE RECEPTOR, IONOTROPIC, N-METHYL-D-ASPARTATE 3A; GRIN3A",New_due_to_higher_export_limit,,360,,false
*620533,LONG INTERGENIC NONCODING RNA 520; LINC00520,New_due_to_higher_export_limit,,361,,false
*621026,RING FINGER PROTEIN 182; RNF182,New_due_to_higher_export_limit,,362,,false
#103900,"HYPERALDOSTERONISM, FAMILIAL, TYPE I; HALD1",New_due_to_higher_export_limit,,363,,false
#104310,ALZHEIMER DISEASE 2; AD2,New_due_to_higher_export_limit,,364,,false
#112410,HYPERTENSION AND BRACHYDACTYLY SYNDROME; HTNB,New_due_to_higher_export_limit,,365,,false
#176860,"THROMBOPHILIA DUE TO PROTEIN C DEFICIENCY, AUTOSOMAL DOMINANT; THPH3",New_due_to_higher_export_limit,,366,,false
#177200,LIDDLE SYNDROME 1; LIDLS1,New_due_to_higher_export_limit,,367,,false
#619780,MITOCHONDRIAL DNA DEPLETION SYNDROME 20 (MNGIE TYPE); MTDPS20,New_due_to_higher_export_limit,,368,,false
*600946,GROWTH HORMONE RECEPTOR; GHR,New_due_to_higher_export_limit,,369,,false
*613111,CATHEPSIN A; CTSA,New_due_to_higher_export_limit,,370,,false
*123580,"CRYSTALLIN, ALPHA-A; CRYAA",New_due_to_higher_export_limit,,371,,false
*134640,FATTY ACID-BINDING PROTEIN 2; FABP2,New_due_to_higher_export_limit,,372,,false
*137142,"GAMMA-AMINOBUTYRIC ACID RECEPTOR, ALPHA-5; GABRA5",New_due_to_higher_export_limit,,373,,false
*137163,"GAMMA-AMINOBUTYRIC ACID RECEPTOR, DELTA; GABRD",New_due_to_higher_export_limit,,374,,false
*607952,"SOLUTE CARRIER FAMILY 6 (NEUROTRANSMITTER TRANSPORTER, GABA), MEMBER 11; SLC6A11",New_due_to_higher_export_limit,,375,,false
#105400,AMYOTROPHIC LATERAL SCLEROSIS 1; ALS1,New_due_to_higher_export_limit,,376,,false
#186580,BLAU SYNDROME; BLAUS,New_due_to_higher_export_limit,,377,,false
#231005,"GAUCHER DISEASE, TYPE IIIC; GD3C",New_due_to_higher_export_limit,,378,,false
%602440,"AMYOTROPHY, MONOMELIC",New_due_to_higher_export_limit,,379,,false
245650,"LARSEN-LIKE SYNDROME, LETHAL TYPE",New_due_to_higher_export_limit,,380,,false
*600474,CATHELICIDIN ANTIMICROBIAL PEPTIDE; CAMP,New_due_to_higher_export_limit,,381,,false
*125660,DESMIN; DES,New_due_to_higher_export_limit,,382,,false
*602601,"LOW DENSITY LIPOPROTEIN, OXIDIZED, RECEPTOR 1; OLR1",New_due_to_higher_export_limit,,383,,false
*604479,SIRTUIN 1; SIRT1,New_due_to_higher_export_limit,,384,,false
*300011,"ATPase, Cu(2+)-TRANSPORTING, ALPHA POLYPEPTIDE; ATP7A",New_due_to_higher_export_limit,,385,,false
*605921,STROMAL INTERACTION MOLECULE 1; STIM1,New_due_to_higher_export_limit,,386,,false
*606424,EGL9 FAMILY HYPOXIA-INDUCIBLE FACTOR 2; EGLN2,New_due_to_higher_export_limit,,387,,false
*607623,NPC INTRACELLULAR CHOLESTEROL TRANSPORTER 1; NPC1,New_due_to_higher_export_limit,,388,,false
*608083,APOLIPOPROTEIN C-II; APOC2,New_due_to_higher_export_limit,,389,,false
*300159,"THYMOSIN, BETA-4, X CHROMOSOME; TMSB4X",New_due_to_higher_export_limit,,390,,false
*608786,PYRUVATE CARBOXYLASE; PC,New_due_to_higher_export_limit,,391,,false
*621617,CHROMOSOME 1 OPEN READING FRAME 54; C1ORF54,New_due_to_higher_export_limit,,392,,false
#600880,BUDD-CHIARI SYNDROME; BDCHS,New_due_to_higher_export_limit,,393,,false
#225750,AICARDI-GOUTIERES SYNDROME 1; AGS1,New_due_to_higher_export_limit,,394,,false
#603075,"MACULAR DEGENERATION, AGE-RELATED, 1; ARMD1",New_due_to_higher_export_limit,,395,,false
#258450,"PROGRESSIVE EXTERNAL OPHTHALMOPLEGIA WITH MITOCHONDRIAL DNA DELETIONS, AUTOSOMAL RECESSIVE 1; PEOB1",New_due_to_higher_export_limit,,396,,false
#271245,MITOCHONDRIAL DNA DEPLETION SYNDROME 7 (HEPATOCEREBRAL TYPE); MTDPS7,New_due_to_higher_export_limit,,397,,false
#607259,"SPASTIC PARAPLEGIA 7, AUTOSOMAL RECESSIVE, WITH OR WITHOUT CEREBELLAR ATAXIA; SPG7",New_due_to_higher_export_limit,,398,,false
#621314,"POMPE DISEASE, LATE-ONSET; LOPD",New_due_to_higher_export_limit,,399,,false
%152430,LONGEVITY 1,New_due_to_higher_export_limit,,400,,false
%616182,"CHRONIC MOUNTAIN SICKNESS, SUSCEPTIBILITY TO",New_due_to_higher_export_limit,,401,,false
*151570,LEUKOTRIENE A4 HYDROLASE; LTA4H,New_due_to_higher_export_limit,,402,,false
*516020,CYTOCHROME b OF COMPLEX III; MTCYB,New_due_to_higher_export_limit,,403,,false
*191044,"TROPONIN I, CARDIAC; TNNI3",New_due_to_higher_export_limit,,404,,false
*604312,CYSTATIN 3; CST3,New_due_to_higher_export_limit,,405,,false
*606936,"TRANSIENT RECEPTOR POTENTIAL CATION CHANNEL, SUBFAMILY M, MEMBER 4; TRPM4",New_due_to_higher_export_limit,,406,,false
#602531,GRANGE SYNDROME; GRNG,New_due_to_higher_export_limit,,407,,false
#308300,INCONTINENTIA PIGMENTI; IP,New_due_to_higher_export_limit,,408,,false
#619656,LOEYS-DIETZ SYNDROME 6; LDS6,New_due_to_higher_export_limit,,409,,false
277175,VASCULAR HYALINOSIS,New_due_to_higher_export_limit,,410,,false
*165240,GLI-KRUPPEL FAMILY MEMBER 3; GLI3,New_due_to_higher_export_limit,,411,,false
*600111,"SOLUTE CARRIER FAMILY 1 (GLIAL HIGH AFFINITY GLUTAMATE TRANSPORTER), MEMBER 3; SLC1A3",New_due_to_higher_export_limit,,412,,false
*600445,ADENOSINE A3 RECEPTOR; ADORA3,New_due_to_higher_export_limit,,413,,false
*609991,FIBRONECTIN TYPE III DOMAIN-CONTAINING PROTEIN 1; FNDC1,New_due_to_higher_export_limit,,414,,false
*612491,APAF1-INTERACTING PROTEIN; APIP,New_due_to_higher_export_limit,,415,,false
*601398,VASCULAR ENDOTHELIAL GROWTH FACTOR B; VEGFB,New_due_to_higher_export_limit,,416,,false
*191328,UBIQUINOL-CYTOCHROME c REDUCTASE CORE PROTEIN I; UQCRC1,New_due_to_higher_export_limit,,417,,false
*602737,"CHEMOKINE, CC MOTIF, LIGAND 21; CCL21",New_due_to_higher_export_limit,,418,,false
*603071,G PROTEIN-COUPLED RECEPTOR 17; GPR17,New_due_to_higher_export_limit,,419,,false
*605441,"ADIPOCYTE-, C1q-, AND COLLAGEN DOMAIN-CONTAINING; ADIPOQ",New_due_to_higher_export_limit,,420,,false
*300112,PROTEOLIPID PROTEIN 2; PLP2,New_due_to_higher_export_limit,,421,,false
*606018,EGF-LIKE REPEATS- AND DISCOIDIN I-LIKE DOMAINS-CONTAINING PROTEIN 3; EDIL3,New_due_to_higher_export_limit,,422,,false
*606126,BCL2-LIKE 14; BCL2L14,New_due_to_higher_export_limit,,423,,false
*606536,CHLORIDE INTRACELLULAR CHANNEL 4; CLIC4,New_due_to_higher_export_limit,,424,,false
*607991,"SOLUTE CARRIER FAMILY 8 (SODIUM-CALCIUM EXCHANGER), MEMBER A3; SLC8A3",New_due_to_higher_export_limit,,425,,false
*608455,"GLYCOGEN PHOSPHORYLASE, MUSCLE; PYGM",New_due_to_higher_export_limit,,426,,false
*300865,MICRO RNA 503; MIR503,New_due_to_higher_export_limit,,427,,false
*602444,ZINC FINGER PROTEIN 354A; ZNF354A,New_due_to_higher_export_limit,,428,,false
*603951,"POTASSIUM CHANNEL, CALCIUM-ACTIVATED, LARGE CONDUCTANCE, SUBFAMILY M, BETA MEMBER 1; KCNMB1",New_due_to_higher_export_limit,,429,,false
*605619,INTERLEUKIN 20; IL20,New_due_to_higher_export_limit,,430,,false
*620122,DENN DOMAIN-CONTAINING PROTEIN 11; DENND11,New_due_to_higher_export_limit,,431,,false
*621334,MICRO RNA 496; MIR496,New_due_to_higher_export_limit,,432,,false
#612016,"COENZYME Q10 DEFICIENCY, PRIMARY, 4; COQ10D4",New_due_to_higher_export_limit,,433,,false
#614278,PLATELET-ACTIVATING FACTOR ACETYLHYDROLASE DEFICIENCY; PAFAD,New_due_to_higher_export_limit,,434,,false
#603284,CEREBRAL CAVERNOUS MALFORMATIONS 2; CCM2,New_due_to_higher_export_limit,,435,,false
#607554,"ATRIAL FIBRILLATION, FAMILIAL, 3; ATFB3",New_due_to_higher_export_limit,,436,,false
#614042,MOYAMOYA DISEASE 5; MYMY5,New_due_to_higher_export_limit,,437,,false
#618855,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 44; COXPD44,New_due_to_higher_export_limit,,438,,false
%105800,"ANEURYSM, INTRACRANIAL BERRY, 1; ANIB1",New_due_to_higher_export_limit,,439,,false
%609122,"ANEURYSM, INTRACRANIAL BERRY, 3; ANIB3",New_due_to_higher_export_limit,,440,,false
%609338,CAROTID INTIMAL MEDIAL THICKNESS 1; IMT1,New_due_to_higher_export_limit,,441,,false
%300870,"ANEURYSM, INTRACRANIAL BERRY, 5; ANIB5",New_due_to_higher_export_limit,,442,,false
147820,"INTERNAL CAROTID ARTERY, SPONTANEOUS DISSECTION OF",New_due_to_higher_export_limit,,443,,false
125635,"DERMOGRAPHISM, FAMILIAL",New_due_to_higher_export_limit,,444,,false
*180901,RYANODINE RECEPTOR 1; RYR1,New_due_to_higher_export_limit,,445,,false
*516003,"COMPLEX I, SUBUNIT ND4; MTND4",New_due_to_higher_export_limit,,446,,false
*516005,"COMPLEX I, SUBUNIT ND5; MTND5",New_due_to_higher_export_limit,,447,,false
*590060,"TRANSFER RNA, MITOCHONDRIAL, LYSINE; MTTK",New_due_to_higher_export_limit,,448,,false
*608955,TUBULIN TYROSINE LIGASE-LIKE 1; TTLL1,New_due_to_higher_export_limit,,449,,false
*617455,"POLYMERASE III, RNA, SUBUNIT F; POLR3F",New_due_to_higher_export_limit,,450,,false
*605437,"PROTEIN KINASE C, ETA; PRKCH",New_due_to_higher_export_limit,,451,,false
#150600,LEGG-CALVE-PERTHES DISEASE; LCPD,New_due_to_higher_export_limit,,452,,false
#600268,OCULOECTODERMAL SYNDROME; OES,New_due_to_higher_export_limit,,453,,false
#601003,BRODY DISEASE; BROD,New_due_to_higher_export_limit,,454,,false
#612623,"MICROVASCULAR COMPLICATIONS OF DIABETES, SUSCEPTIBILITY TO, 2; MVCD2",New_due_to_higher_export_limit,,455,,false
#614473,"ARTERIAL CALCIFICATION, GENERALIZED, OF INFANCY, 2; GACI2",New_due_to_higher_export_limit,,456,,false
#225790,PROLIFERATIVE VASCULOPATHY AND HYDRANENCEPHALY-HYDROCEPHALY SYNDROME; PVHH,New_due_to_higher_export_limit,,457,,false
#243700,"HYPER-IgE SYNDROME 2, AUTOSOMAL RECESSIVE, WITH RECURRENT INFECTIONS; HIES2",New_due_to_higher_export_limit,,458,,false
#260565,PEHO SYNDROME; PEHO,New_due_to_higher_export_limit,,459,,false
#300559,GLYCOGEN STORAGE DISEASE IXd; GSD9D,New_due_to_higher_export_limit,,460,,false
#619433,"CARDIOMYOPATHY, FAMILIAL RESTRICTIVE, 6; RCM6",New_due_to_higher_export_limit,,461,,false
#620371,"NEURODEVELOPMENTAL DISORDER WITH INTRACRANIAL HEMORRHAGE, SEIZURES, AND SPASTICITY; NEDIHSS",New_due_to_higher_export_limit,,462,,false
%107650,"APNEA, OBSTRUCTIVE SLEEP",New_due_to_higher_export_limit,,463,,false
177800,PSEUDOPAPILLEDEMA,New_due_to_higher_export_limit,,464,,false
243100,"INTERNAL CAROTID ARTERIES, HYPOPLASIA OF",New_due_to_higher_export_limit,,465,,false
*147450,SUPEROXIDE DISMUTASE 1; SOD1,New_due_to_higher_export_limit,,466,,false
*147460,SUPEROXIDE DISMUTASE 2; SOD2,New_due_to_higher_export_limit,,467,,false
*104311,PRESENILIN 1; PSEN1,New_due_to_higher_export_limit,,468,,false
*173870,POLY(ADP-RIBOSE) POLYMERASE 1; PARP1,New_due_to_higher_export_limit,,469,,false
*185490,SUPEROXIDE DISMUTASE 3; SOD3,New_due_to_higher_export_limit,,470,,false
*600124,HETEROGENEOUS NUCLEAR RIBONUCLEOPROTEIN A2/B1; HNRNPA2B1,New_due_to_higher_export_limit,,471,,false
*600639,"CASPASE 2, APOPTOSIS-RELATED CYSTEINE PROTEASE; CASP2",New_due_to_higher_export_limit,,472,,false
*600748,TRANSMEMBRANE BAX INHIBITOR MOTIF-CONTAINING PROTEIN 6; TMBIM6,New_due_to_higher_export_limit,,473,,false
*610077,REGULATOR OF CELL CYCLE; RGCC,New_due_to_higher_export_limit,,474,,false
*610705,"CD300 ANTIGEN-LIKE FAMILY, MEMBER B; CD300LB",New_due_to_higher_export_limit,,475,,false
*613614,MICRO RNA 499; MIR499,New_due_to_higher_export_limit,,476,,false
*614463,NMYC DOWNSTREAM-REGULATED GENE 4; NDRG4,New_due_to_higher_export_limit,,477,,false
*615857,2-OXOGLUTARATE- AND IRON-DEPENDENT OXYGENASE DOMAIN-CONTAINING PROTEIN 1; OGFOD1,New_due_to_higher_export_limit,,478,,false
*134920,FIBROBLAST GROWTH FACTOR 2; FGF2,New_due_to_higher_export_limit,,479,,false
*138450,"SERINE HYDROXYMETHYLTRANSFERASE, MITOCHONDRIAL; SHMT2",New_due_to_higher_export_limit,,480,,false
*603083,HETEROGENEOUS NUCLEAR RIBOPROTEIN L; HNRNPL,New_due_to_higher_export_limit,,481,,false
*603293,BCL2/ADENOVIRUS E1B 19-KD PROTEIN-INTERACTING PROTEIN 3; BNIP3,New_due_to_higher_export_limit,,482,,false
*603907,"EUKARYOTIC TRANSLATION INITIATION FACTOR 2, SUBUNIT 1; EIF2S1",New_due_to_higher_export_limit,,483,,false
*604252,BETA-SITE AMYLOID BETA A4 PRECURSOR PROTEIN-CLEAVING ENZYME 1; BACE1,New_due_to_higher_export_limit,,484,,false
*604486,"PEPTIDYL-PROLYL CIS/TRANS ISOMERASE, MITOCHONDRIAL; PPIF",New_due_to_higher_export_limit,,485,,false
*605263,SHC TRANSFORMING PROTEIN 3; SHC3,New_due_to_higher_export_limit,,486,,false
*606006,"GOLGI-ASSOCIATED, GAMMA-ADAPTIN EAR-CONTAINING, ARF-BINDING PROTEIN 3; GGA3",New_due_to_higher_export_limit,,487,,false
*606381,SUCCINATE RECEPTOR 1; SUCNR1,New_due_to_higher_export_limit,,488,,false
*606441,HTRA SERINE PEPTIDASE 2; HTRA2,New_due_to_higher_export_limit,,489,,false
*606923,HYDROXYCARBOXYLIC ACID RECEPTOR 1; HCAR1,New_due_to_higher_export_limit,,490,,false
*190040,"PLATELET-DERIVED GROWTH FACTOR, BETA POLYPEPTIDE; PDGFB",New_due_to_higher_export_limit,,491,,false
*238300,GLYCINE DECARBOXYLASE; GLDC,New_due_to_higher_export_limit,,492,,false
*607203,"SALVADOR FAMILY, WW DOMAIN-CONTAINING PROTEIN 1; SAV1",New_due_to_higher_export_limit,,493,,false
*610562,ZINC FINGER CCCH DOMAIN-CONTAINING PROTEIN 12A; ZC3H12A,New_due_to_higher_export_limit,,494,,false
*620391,"POLY(ADP-RIBOSE) POLYMERASE FAMILY, MEMBER 16; PARP16",New_due_to_higher_export_limit,,495,,false
*620724,ENOYL COENZYME A HYDRATASE DOMAIN-CONTAINING PROTEIN 2; ECHDC2,New_due_to_higher_export_limit,,496,,false
#108010,ARTERIOVENOUS MALFORMATIONS OF THE BRAIN,New_due_to_higher_export_limit,,497,,false
#185070,STORMORKEN SYNDROME; STRMK,New_due_to_higher_export_limit,,498,,false
#500011,"MYOPATHY, LACTIC ACIDOSIS, AND SIDEROBLASTIC ANEMIA 3; MLASA3",New_due_to_higher_export_limit,,499,,false
#612240,"ATRIAL FIBRILLATION, FAMILIAL, 7; ATFB7",New_due_to_higher_export_limit,,500,,false
