"logFC","AveExpr","t","P.Value","adj.P.Val","B","Gene_Symbol","Dataset","Contrast","Platform","Age_Sex_Corrected","FDR_lt_0.05","Strict_abs_log2FC_ge_1","Extended_abs_log2FC_ge_0.5"
-0.385581130434782,-4.2311097826087,-5.35284585985894,2.29899191677966e-06,4.5119612330917e-05,4.58196218636271,"MEIOC","GSE58294","AIS_lt3h_vs_Control","GPL570",FALSE,TRUE,FALSE,FALSE
0.483879615942029,-0.252550189130435,5.35159987147985,2.30898472475109e-06,4.52730592499925e-05,4.57777005036719,"ENO1","GSE58294","AIS_lt3h_vs_Control","GPL570",FALSE,TRUE,FALSE,FALSE
-0.291729188405797,0.603812362318841,-5.34884162350069,2.33125890757122e-06,4.5666796079356e-05,4.56849075473285,"SAFB","GSE58294","AIS_lt3h_vs_Control","GPL570",FALSE,TRUE,FALSE,FALSE
0.297097736956522,0.578489629347826,5.34521270762752,2.36088818785883e-06,4.62037356539328e-05,4.55628414165735,"WDR48","GSE58294","AIS_lt3h_vs_Control","GPL570",FALSE,TRUE,FALSE,FALSE
0.461484755652174,-1.38022588304348,5.34491507230431,2.3633347752242e-06,4.62081878164259e-05,4.55528307342832,"ZNF518B","GSE58294","AIS_lt3h_vs_Control","GPL570",FALSE,TRUE,FALSE,FALSE
0.470411739130436,3.53580152173913,5.34458784521521,2.36602750345926e-06,4.62174396853022e-05,4.55418249187407,"CORO1C","GSE58294","AIS_lt3h_vs_Control","GPL570",FALSE,TRUE,FALSE,FALSE
0.379191304347826,2.73076956521739,5.34418667316936,2.36933286018796e-06,4.62386299416064e-05,4.55283322957891,"DCTN3","GSE58294","AIS_lt3h_vs_Control","GPL570",FALSE,TRUE,FALSE,FALSE
-0.321060391304347,-1.28112063043478,-5.33863781157533,2.4155225004239e-06,4.7095903582703e-05,4.53417329151851,"SH2B1","GSE58294","AIS_lt3h_vs_Control","GPL570",FALSE,TRUE,FALSE,FALSE
0.764280434782609,-3.31092369565217,5.33823085980837,2.41894487363995e-06,4.71185117902756e-05,4.5328049652884,"ACOX2","GSE58294","AIS_lt3h_vs_Control","GPL570",FALSE,TRUE,FALSE,TRUE
0.588154486956522,1.57146832173913,5.33769131643401,2.42348970722464e-06,4.71629216575128e-05,4.53099085540883,"SELENOT","GSE58294","AIS_lt3h_vs_Control","GPL570",FALSE,TRUE,FALSE,TRUE
-0.394517317391304,-0.316530696376812,-5.33723745538146,2.42731933633184e-06,4.71634690624279e-05,4.52946487071629,"WDR74","GSE58294","AIS_lt3h_vs_Control","GPL570",FALSE,TRUE,FALSE,FALSE
0.55721347826087,-1.38858608695652,5.33715120596337,2.42804777577307e-06,4.71634690624279e-05,4.52917488405899,"HACD4","GSE58294","AIS_lt3h_vs_Control","GPL570",FALSE,TRUE,FALSE,TRUE
0.502269710144928,-0.791679202898551,5.33601273540459,2.43768327752254e-06,4.73065040893308e-05,4.52534724169752,"AREL1","GSE58294","AIS_lt3h_vs_Control","GPL570",FALSE,TRUE,FALSE,TRUE
-0.420705219565217,-1.38181620543478,-5.3316766560933,2.47472942922571e-06,4.79807177884236e-05,4.51077079335364,"ATF5","GSE58294","AIS_lt3h_vs_Control","GPL570",FALSE,TRUE,FALSE,FALSE
-1.11722,-3.65920826086957,-5.33116116513344,2.4791704912177e-06,4.80221089661639e-05,4.50903808017012,"LRRC37BP1","GSE58294","AIS_lt3h_vs_Control","GPL570",FALSE,TRUE,TRUE,TRUE
0.478536521739131,1.96202043478261,5.33066430260378,2.4834585243468e-06,4.80604617588044e-05,4.50736802177263,"ROMO1","GSE58294","AIS_lt3h_vs_Control","GPL570",FALSE,TRUE,FALSE,FALSE
0.344267570347826,-0.403967337347826,5.32839709574152,2.5031182928917e-06,4.83959444873573e-05,4.49974795738821,"SMARCD1","GSE58294","AIS_lt3h_vs_Control","GPL570",FALSE,TRUE,FALSE,FALSE
0.496716393043478,-2.18986213130435,5.32609063826661,2.5232763307034e-06,4.86682883771118e-05,4.49199679781325,"SFXN5","GSE58294","AIS_lt3h_vs_Control","GPL570",FALSE,TRUE,FALSE,FALSE
0.332454710144928,2.06407981884058,5.32601293651675,2.52395821826199e-06,4.86682883771118e-05,4.49173568518706,"OGT","GSE58294","AIS_lt3h_vs_Control","GPL570",FALSE,TRUE,FALSE,FALSE
-1.00397695652174,-4.8267802173913,-5.3259835582567,2.52421608064548e-06,4.86682883771118e-05,4.49163696134268,"C2orf80","GSE58294","AIS_lt3h_vs_Control","GPL570",FALSE,TRUE,TRUE,TRUE
0.475783682608696,0.643900984782609,5.32513881299545,2.53164183413466e-06,4.87663070418002e-05,4.48879830454715,"CTSO","GSE58294","AIS_lt3h_vs_Control","GPL570",FALSE,TRUE,FALSE,FALSE
0.456249130434783,-0.223891347826087,5.31854563380926,2.59034639419715e-06,4.98201689280779e-05,4.46664663796363,"AGFG1","GSE58294","AIS_lt3h_vs_Control","GPL570",FALSE,TRUE,FALSE,FALSE
0.501826304347827,2.20333054347826,5.31845786683276,2.59113686544246e-06,4.98201689280779e-05,4.46635180597437,"CHD1","GSE58294","AIS_lt3h_vs_Control","GPL570",FALSE,TRUE,FALSE,TRUE
-0.871725421739131,-0.367479223913044,-5.3155903699639,2.61709451575901e-06,5.0272840499677e-05,4.45671981150527,"CD72","GSE58294","AIS_lt3h_vs_Control","GPL570",FALSE,TRUE,FALSE,TRUE
0.501824543478261,1.47263618478261,5.31341949150673,2.63691696754306e-06,5.06069327328564e-05,4.44942864149824,"LOC646214","GSE58294","AIS_lt3h_vs_Control","GPL570",FALSE,TRUE,FALSE,TRUE
0.417024782608695,1.663595,5.30843018313202,2.68303909534231e-06,5.14446805546159e-05,4.43267425334431,"TCTA","GSE58294","AIS_lt3h_vs_Control","GPL570",FALSE,TRUE,FALSE,FALSE
0.589633913043477,-4.6006152173913,5.30555133851158,2.71001361757992e-06,5.19140879106409e-05,4.42300872838568,"TAS2R38","GSE58294","AIS_lt3h_vs_Control","GPL570",FALSE,TRUE,FALSE,TRUE
-0.750763043478261,-4.87283326086957,-5.3032120819653,2.73212954330053e-06,5.22643954563572e-05,4.41515580812287,"LINC00113","GSE58294","AIS_lt3h_vs_Control","GPL570",FALSE,TRUE,FALSE,TRUE
