"Gene_Symbol","logFC_GSE16561","adj.P.Val_GSE16561","logFC_GSE58294","adj.P.Val_GSE58294","Evidence_Class","Replication_Rule"
"IFNAR1",0.501827727090562,0.0011188359799602,0.549837278804348,7.79364879567744e-07,"Acute_Transcriptomics","FDR<0.05; abs(log2FC)>=0.5; same direction in GSE16561 and GSE58294"
"IFNGR1",0.581752394530898,0.000594440082786781,0.529263768115943,3.18881994364837e-05,"Acute_Transcriptomics","FDR<0.05; abs(log2FC)>=0.5; same direction in GSE16561 and GSE58294"
"IGF2R",0.92298824984244,5.18302938220723e-05,0.53127672468116,0.000906253939787769,"Acute_Transcriptomics","FDR<0.05; abs(log2FC)>=0.5; same direction in GSE16561 and GSE58294"
"IL18RAP",0.848764525614799,0.0099411373119687,1.11833565217391,1.0889439886235e-07,"Acute_Transcriptomics","FDR<0.05; abs(log2FC)>=0.5; same direction in GSE16561 and GSE58294"
"IQGAP1",0.736119030303596,9.41623619819285e-05,0.549493039130435,7.21615723566921e-05,"Acute_Transcriptomics","FDR<0.05; abs(log2FC)>=0.5; same direction in GSE16561 and GSE58294"
"IRAK3",0.853068332629171,0.000135742440761148,1.02728334782609,9.28215612011845e-09,"Acute_Transcriptomics","FDR<0.05; abs(log2FC)>=0.5; same direction in GSE16561 and GSE58294"
"IRS2",0.753427998129032,0.00055498717408887,0.56918347826087,0.000192713429664263,"Acute_Transcriptomics","FDR<0.05; abs(log2FC)>=0.5; same direction in GSE16561 and GSE58294"
"ITPRIP",0.739614660835526,7.72997839387907e-06,0.666190884782609,1.49118586724888e-05,"Acute_Transcriptomics","FDR<0.05; abs(log2FC)>=0.5; same direction in GSE16561 and GSE58294"
"KCNJ15",0.556822127180868,0.000280157280683169,0.991412517391304,1.40754262102291e-05,"Acute_Transcriptomics","FDR<0.05; abs(log2FC)>=0.5; same direction in GSE16561 and GSE58294"
"KCNJ2",0.580166239500763,0.000925005102076454,0.690908260869565,2.13265200504397e-06,"Acute_Transcriptomics","FDR<0.05; abs(log2FC)>=0.5; same direction in GSE16561 and GSE58294"
"KIAA0319L",0.59488461987218,0.000172967344737198,0.507094860869565,0.000679076121833914,"Acute_Transcriptomics","FDR<0.05; abs(log2FC)>=0.5; same direction in GSE16561 and GSE58294"
"KIF1B",0.557975110153361,5.10008194623588e-05,0.694796226086957,9.66691706960714e-06,"Acute_Transcriptomics","FDR<0.05; abs(log2FC)>=0.5; same direction in GSE16561 and GSE58294"
"LAMP2",0.739088914980201,1.35458933511897e-07,0.715910652173913,5.45138197849532e-08,"Acute_Transcriptomics","FDR<0.05; abs(log2FC)>=0.5; same direction in GSE16561 and GSE58294"
"LHFPL2",0.674227464026331,1.54849798968775e-05,0.977005,1.0800218268878e-08,"Acute_Transcriptomics","FDR<0.05; abs(log2FC)>=0.5; same direction in GSE16561 and GSE58294"
"LILRA5",0.501851110595946,0.0350836899533087,0.926081164130435,9.73352307551153e-06,"Acute_Transcriptomics","FDR<0.05; abs(log2FC)>=0.5; same direction in GSE16561 and GSE58294"
"LIN7A",0.506857210366968,0.000172967344737198,0.878924215652174,7.472946229529e-05,"Acute_Transcriptomics","FDR<0.05; abs(log2FC)>=0.5; same direction in GSE16561 and GSE58294"
"LIPA",0.564990122307177,0.00341046709547818,0.606458902173913,0.000351609317179033,"Acute_Transcriptomics","FDR<0.05; abs(log2FC)>=0.5; same direction in GSE16561 and GSE58294"
"LMNB1",0.662066698072438,0.000617037119018679,0.662534347826088,0.000367706898876035,"Acute_Transcriptomics","FDR<0.05; abs(log2FC)>=0.5; same direction in GSE16561 and GSE58294"
"LPCAT2",0.525482698489185,0.00909153746911491,0.588242151086956,4.75996511423273e-06,"Acute_Transcriptomics","FDR<0.05; abs(log2FC)>=0.5; same direction in GSE16561 and GSE58294"
"LRG1",0.585108595993968,0.0179823900133658,0.919795652173913,1.25403442853932e-05,"Acute_Transcriptomics","FDR<0.05; abs(log2FC)>=0.5; same direction in GSE16561 and GSE58294"
"LY96",1.01376544966267,0.00974350866186487,1.01148782608696,2.10608296758569e-05,"Acute_Transcriptomics","FDR<0.05; abs(log2FC)>=0.5; same direction in GSE16561 and GSE58294"
"MCEMP1",0.969746960025422,0.00170387245888788,1.66817086956522,1.87935084580326e-08,"Acute_Transcriptomics","FDR<0.05; abs(log2FC)>=0.5; same direction in GSE16561 and GSE58294"
"MMP9",1.37557078514373,0.000306951121816695,1.34286,2.26903295362701e-05,"Acute_Transcriptomics","FDR<0.05; abs(log2FC)>=0.5; same direction in GSE16561 and GSE58294"
"MTF1",0.591614843125248,1.54849798968775e-05,0.500403044927537,6.09438039771832e-06,"Acute_Transcriptomics","FDR<0.05; abs(log2FC)>=0.5; same direction in GSE16561 and GSE58294"
"MTMR3",0.514839927853073,0.000211048192687369,0.563909661630435,5.28482707154514e-05,"Acute_Transcriptomics","FDR<0.05; abs(log2FC)>=0.5; same direction in GSE16561 and GSE58294"
"MX2",0.755300889681947,3.22217423076784e-05,0.699337826086957,2.6664701218412e-06,"Acute_Transcriptomics","FDR<0.05; abs(log2FC)>=0.5; same direction in GSE16561 and GSE58294"
"NELL2",-0.563528105087903,0.017143517944864,-0.562166173913043,0.00706794163396208,"Acute_Transcriptomics","FDR<0.05; abs(log2FC)>=0.5; same direction in GSE16561 and GSE58294"
"NFIL3",0.541185267659773,0.00120326787925047,0.821343913043479,1.82659369433323e-06,"Acute_Transcriptomics","FDR<0.05; abs(log2FC)>=0.5; same direction in GSE16561 and GSE58294"
"NLRP12",0.544274419020194,0.000884140966960739,0.906904782608696,3.66818668794979e-07,"Acute_Transcriptomics","FDR<0.05; abs(log2FC)>=0.5; same direction in GSE16561 and GSE58294"
"NPL",0.751009236970199,1.92100387535902e-06,0.727252173913044,6.71209972582281e-08,"Acute_Transcriptomics","FDR<0.05; abs(log2FC)>=0.5; same direction in GSE16561 and GSE58294"
"NRDC",0.51863886895578,0.000196457335972893,0.574865069565217,6.88187983899559e-06,"Acute_Transcriptomics","FDR<0.05; abs(log2FC)>=0.5; same direction in GSE16561 and GSE58294"
"PCNX1",0.638631397414774,0.00102169502326528,0.661664691304348,4.98377063766564e-06,"Acute_Transcriptomics","FDR<0.05; abs(log2FC)>=0.5; same direction in GSE16561 and GSE58294"
"PDZD8",0.50190625524796,0.000322410764437207,0.601374391304348,0.000126464661655723,"Acute_Transcriptomics","FDR<0.05; abs(log2FC)>=0.5; same direction in GSE16561 and GSE58294"
"PGLYRP1",0.772910820476818,0.0145595476117218,0.885585869565217,0.000476669187122053,"Acute_Transcriptomics","FDR<0.05; abs(log2FC)>=0.5; same direction in GSE16561 and GSE58294"
"PLAUR",0.518373087834659,0.000533060561163754,0.502924927536231,0.003402978718383,"Acute_Transcriptomics","FDR<0.05; abs(log2FC)>=0.5; same direction in GSE16561 and GSE58294"
"PLOD1",0.595981413107591,0.00334575770461763,0.52714155,0.000212557512153583,"Acute_Transcriptomics","FDR<0.05; abs(log2FC)>=0.5; same direction in GSE16561 and GSE58294"
"PLSCR1",0.581828252718539,0.000331612038475363,0.559507260869565,6.12941881040744e-05,"Acute_Transcriptomics","FDR<0.05; abs(log2FC)>=0.5; same direction in GSE16561 and GSE58294"
"PLXDC2",0.745860860097013,1.00471769750956e-07,0.783513544659421,3.56034449667418e-08,"Acute_Transcriptomics","FDR<0.05; abs(log2FC)>=0.5; same direction in GSE16561 and GSE58294"
"PPP3R1",0.823887360688546,3.38323771864144e-06,0.693036086956522,2.99985614588496e-06,"Acute_Transcriptomics","FDR<0.05; abs(log2FC)>=0.5; same direction in GSE16561 and GSE58294"
"PPP4R1",0.546458256481349,0.00052015113210526,0.610491739130435,8.61770740866772e-06,"Acute_Transcriptomics","FDR<0.05; abs(log2FC)>=0.5; same direction in GSE16561 and GSE58294"
