"logFC","AveExpr","t","P.Value","adj.P.Val","B","Gene_Symbol","Dataset","Contrast","Platform","Age_Sex_Corrected","FDR_lt_0.05","Strict_abs_log2FC_ge_1","Extended_abs_log2FC_ge_0.5"
1.02728334782609,1.46150834057971,8.44258946888977,4.14561071493548e-11,9.28215612011845e-09,15.1950371718256,"IRAK3","GSE58294","AIS_lt3h_vs_Control","GPL570",FALSE,TRUE,TRUE,TRUE
1.00851966304348,0.253597229347826,8.2077929943196,9.4044480947513e-11,1.79659470345877e-08,14.3986479271717,"GK3","GSE58294","AIS_lt3h_vs_Control","GPL570",FALSE,TRUE,TRUE,TRUE
1.11545986521739,0.0145636217391305,8.19012397017717,1.00042209835116e-10,1.86373336162083e-08,14.3385277305114,"PRRG4","GSE58294","AIS_lt3h_vs_Control","GPL570",FALSE,TRUE,TRUE,TRUE
1.66817086956522,1.87789413043478,8.18462415652745,1.01986575217677e-10,1.87935084580326e-08,14.3198089917226,"MCEMP1","GSE58294","AIS_lt3h_vs_Control","GPL570",FALSE,TRUE,TRUE,TRUE
-1.8278952173913,-4.0500202173913,-8.11062274454482,1.32167432478001e-10,2.33230715804188e-08,14.0677071939273,"GAGE1","GSE58294","AIS_lt3h_vs_Control","GPL570",FALSE,TRUE,TRUE,TRUE
-1.0486427,-0.223723519565217,-8.01738335011332,1.83327942377241e-10,3.07857882590427e-08,13.7494598772421,"ID3","GSE58294","AIS_lt3h_vs_Control","GPL570",FALSE,TRUE,TRUE,TRUE
-1.45343826086957,-4.07533173913043,-7.99760925179429,1.96517552520781e-10,3.2476865048732e-08,13.681882411851,"PRO1804","GSE58294","AIS_lt3h_vs_Control","GPL570",FALSE,TRUE,TRUE,TRUE
-1.34232913043478,-4.33028847826087,-7.92467528758146,2.53975852289343e-10,3.90114800512701e-08,13.4323879640801,"ACTR3BP2","GSE58294","AIS_lt3h_vs_Control","GPL570",FALSE,TRUE,TRUE,TRUE
1.07452469565217,-1.5784967826087,7.91952609493354,2.58620383489139e-10,3.90235669956112e-08,13.4147592327956,"ST6GALNAC3","GSE58294","AIS_lt3h_vs_Control","GPL570",FALSE,TRUE,TRUE,TRUE
1.39833871304348,2.03647368695652,7.90637370011063,2.70875158878924e-10,4.04051821979955e-08,13.3697224574658,"MTARC1","GSE58294","AIS_lt3h_vs_Control","GPL570",FALSE,TRUE,TRUE,TRUE
1.85681881304348,-0.713377106521739,7.90555441799741,2.71657566523525e-10,4.04051821979955e-08,13.3669166548003,"ANKRD22","GSE58294","AIS_lt3h_vs_Control","GPL570",FALSE,TRUE,TRUE,TRUE
-1.08571497826087,-0.87973577173913,-7.89730362508066,2.79664797055242e-10,4.10102821766289e-08,13.3386575201327,"LOC100505915","GSE58294","AIS_lt3h_vs_Control","GPL570",FALSE,TRUE,TRUE,TRUE
-1.08779173913043,-4.6403481884058,-7.84632955064865,3.34675532268324e-10,4.5548683715185e-08,13.1639679894434,"ZNF536","GSE58294","AIS_lt3h_vs_Control","GPL570",FALSE,TRUE,TRUE,TRUE
-1.05052059565217,-1.21546161521739,-7.81109176801552,3.7894637138574e-10,4.96276747884607e-08,13.0431065629465,"LCN10","GSE58294","AIS_lt3h_vs_Control","GPL570",FALSE,TRUE,TRUE,TRUE
1.18229239130435,2.6967927173913,7.76109282176701,4.52054865033516e-10,5.63660985304965e-08,12.8714797750726,"CLEC4E","GSE58294","AIS_lt3h_vs_Control","GPL570",FALSE,TRUE,TRUE,TRUE
1.17644270608696,0.694882674782609,7.69503816080186,5.70831232463263e-10,6.71549082123307e-08,12.6445046396135,"COX16","GSE58294","AIS_lt3h_vs_Control","GPL570",FALSE,TRUE,TRUE,TRUE
1.13990750956522,1.12554766782609,7.59534422251776,8.1213244848346e-10,9.09195374987692e-08,12.3014629681429,"CD163","GSE58294","AIS_lt3h_vs_Control","GPL570",FALSE,TRUE,TRUE,TRUE
1.11833565217391,3.69938956521739,7.52674150283728,1.03544594797797e-09,1.0889439886235e-07,12.065096275284,"IL18RAP","GSE58294","AIS_lt3h_vs_Control","GPL570",FALSE,TRUE,TRUE,TRUE
-1.08081042217391,-1.50886435413043,-7.51861637253032,1.06568658475587e-09,1.10953958771857e-07,12.0370859855129,"POTEM","GSE58294","AIS_lt3h_vs_Control","GPL570",FALSE,TRUE,TRUE,TRUE
1.04647065652174,1.45815706304348,7.44189864060784,1.39875670004054e-09,1.34811159177717e-07,11.7724583943094,"TLR5","GSE58294","AIS_lt3h_vs_Control","GPL570",FALSE,TRUE,TRUE,TRUE
-1.22180304347826,-4.31766239130435,-7.43116779854595,1.45302319082725e-09,1.38156629692218e-07,11.7354225199301,"RAD21-AS1","GSE58294","AIS_lt3h_vs_Control","GPL570",FALSE,TRUE,TRUE,TRUE
1.37624823326087,1.37099823119565,7.3371781588958,2.02838903043954e-09,1.78970952461197e-07,11.4108262939453,"CLEC4D","GSE58294","AIS_lt3h_vs_Control","GPL570",FALSE,TRUE,TRUE,TRUE
1.61777481304348,-1.19725346304348,7.26726451211867,2.60026476837472e-09,2.17451057316734e-07,11.1691588740295,"VSIG4","GSE58294","AIS_lt3h_vs_Control","GPL570",FALSE,TRUE,TRUE,TRUE
-1.17702173913043,-3.60034695652174,-7.25172960032046,2.74786968632892e-09,2.27963707085367e-07,11.1154372265626,"LOC105372069","GSE58294","AIS_lt3h_vs_Control","GPL570",FALSE,TRUE,TRUE,TRUE
