Gene_Rank,Gene_Symbol,UniProt_Accession,Source_ChEMBL_IDs,Source_Target_Names,Source_Target_Types,Source_Target_Entity_Count,Component_Relationship,Complex_Derived,Chimeric_Derived,Mutation_Context,D_Score,I_Score,Max_Activity_Score,PASS_Evidence_Type,Raw_Evidence_Record_Count,Score_Band_Descriptive,Prediction_Included,Evidence_Type,Organism,Tax_ID,Query_Compound,PubChem_CID,Source_Database,Source_Version,Retrieval_Date,Activity_Score_Interpretation,Pharmacologic_Direction,Source_URL
59,RORC,P51449,CHEMBL1741186,Nuclear receptor ROR-gamma,SINGLE PROTEIN,1,single_protein,false,false,,,0.0511,0.0511,I,1,0.05-<0.10,true,prediction_only,Homo sapiens,9606,Bilobalide,73581,PASS Targets,PASS Targets web; ChEMBL v36; February 2026 update,2026-07-14,Pa_minus_Pi_not_probability,not_available,https://way2drug.com/passtargets/
60,ABCC9,O60706,CHEMBL2095198,"Sulfonylurea receptor 2, Kir6.2",PROTEIN COMPLEX,1,protein_complex_component,true,false,,,0.0488,0.0488,I,1,0.01-<0.05,true,prediction_only,Homo sapiens,9606,Bilobalide,73581,PASS Targets,PASS Targets web; ChEMBL v36; February 2026 update,2026-07-14,Pa_minus_Pi_not_probability,not_available,https://way2drug.com/passtargets/
61,KCNJ11,Q14654,CHEMBL2095198,"Sulfonylurea receptor 2, Kir6.2",PROTEIN COMPLEX,1,protein_complex_component,true,false,,,0.0488,0.0488,I,1,0.01-<0.05,true,prediction_only,Homo sapiens,9606,Bilobalide,73581,PASS Targets,PASS Targets web; ChEMBL v36; February 2026 update,2026-07-14,Pa_minus_Pi_not_probability,not_available,https://way2drug.com/passtargets/
62,POLB,P06746,CHEMBL2392,DNA polymerase beta,SINGLE PROTEIN,1,single_protein,false,false,,0.0458,,0.0458,D,1,0.01-<0.05,true,prediction_only,Homo sapiens,9606,Bilobalide,73581,PASS Targets,PASS Targets web; ChEMBL v36; February 2026 update,2026-07-14,Pa_minus_Pi_not_probability,not_available,https://way2drug.com/passtargets/
63,ACACA,Q13085,CHEMBL3351,Acetyl-CoA carboxylase 1,SINGLE PROTEIN,1,single_protein,false,false,,0.045,,0.045,D,1,0.01-<0.05,true,prediction_only,Homo sapiens,9606,Bilobalide,73581,PASS Targets,PASS Targets web; ChEMBL v36; February 2026 update,2026-07-14,Pa_minus_Pi_not_probability,not_available,https://way2drug.com/passtargets/
64,ACACB,O00763,CHEMBL4829,Acetyl-CoA carboxylase 2,SINGLE PROTEIN,1,single_protein,false,false,,0.0433,,0.0433,D,1,0.01-<0.05,true,prediction_only,Homo sapiens,9606,Bilobalide,73581,PASS Targets,PASS Targets web; ChEMBL v36; February 2026 update,2026-07-14,Pa_minus_Pi_not_probability,not_available,https://way2drug.com/passtargets/
65,PTGIR,P43119,CHEMBL1995,Prostacyclin receptor,SINGLE PROTEIN,1,single_protein,false,false,,0.0377,,0.0377,D,1,0.01-<0.05,true,prediction_only,Homo sapiens,9606,Bilobalide,73581,PASS Targets,PASS Targets web; ChEMBL v36; February 2026 update,2026-07-14,Pa_minus_Pi_not_probability,not_available,https://way2drug.com/passtargets/
66,GAA,P10253,CHEMBL2608,Lysosomal alpha-glucosidase,SINGLE PROTEIN,1,single_protein,false,false,,0.0376,,0.0376,D,1,0.01-<0.05,true,prediction_only,Homo sapiens,9606,Bilobalide,73581,PASS Targets,PASS Targets web; ChEMBL v36; February 2026 update,2026-07-14,Pa_minus_Pi_not_probability,not_available,https://way2drug.com/passtargets/
67,STING1,Q86WV6,CHEMBL4523377,Stimulator of interferon genes protein,SINGLE PROTEIN,1,single_protein,false,false,UNDEFINED MUTATION,0.0369,0.0031,0.0369,D+I,2,0.01-<0.05,true,prediction_only,Homo sapiens,9606,Bilobalide,73581,PASS Targets,PASS Targets web; ChEMBL v36; February 2026 update,2026-07-14,Pa_minus_Pi_not_probability,not_available,https://way2drug.com/passtargets/
68,EIF4A1,P60842,CHEMBL2052028,Eukaryotic initiation factor 4A-I,SINGLE PROTEIN,1,single_protein,false,false,,,0.0365,0.0365,I,1,0.01-<0.05,true,prediction_only,Homo sapiens,9606,Bilobalide,73581,PASS Targets,PASS Targets web; ChEMBL v36; February 2026 update,2026-07-14,Pa_minus_Pi_not_probability,not_available,https://way2drug.com/passtargets/
69,HMGCR,P04035,CHEMBL402,3-hydroxy-3-methylglutaryl-coenzyme A reductase,SINGLE PROTEIN,1,single_protein,false,false,,0.0365,,0.0365,D,1,0.01-<0.05,true,prediction_only,Homo sapiens,9606,Bilobalide,73581,PASS Targets,PASS Targets web; ChEMBL v36; February 2026 update,2026-07-14,Pa_minus_Pi_not_probability,not_available,https://way2drug.com/passtargets/
70,HSP90AA1,P07900,CHEMBL3880,Heat shock protein HSP 90-alpha,SINGLE PROTEIN,1,single_protein,false,false,,0.0359,,0.0359,D,1,0.01-<0.05,true,prediction_only,Homo sapiens,9606,Bilobalide,73581,PASS Targets,PASS Targets web; ChEMBL v36; February 2026 update,2026-07-14,Pa_minus_Pi_not_probability,not_available,https://way2drug.com/passtargets/
71,NR2C2,P49116,CHEMBL3885612,Nuclear receptor subfamily 2 group C member 2/TGF-beta-activated kinase 1 and MAP3K7-binding protein 1,CHIMERIC PROTEIN,1,chimeric_protein_component,false,true,,,0.0333,0.0333,I,1,0.01-<0.05,true,prediction_only,Homo sapiens,9606,Bilobalide,73581,PASS Targets,PASS Targets web; ChEMBL v36; February 2026 update,2026-07-14,Pa_minus_Pi_not_probability,not_available,https://way2drug.com/passtargets/
72,TAB1,Q15750,CHEMBL3885612,Nuclear receptor subfamily 2 group C member 2/TGF-beta-activated kinase 1 and MAP3K7-binding protein 1,CHIMERIC PROTEIN,1,chimeric_protein_component,false,true,,,0.0333,0.0333,I,1,0.01-<0.05,true,prediction_only,Homo sapiens,9606,Bilobalide,73581,PASS Targets,PASS Targets web; ChEMBL v36; February 2026 update,2026-07-14,Pa_minus_Pi_not_probability,not_available,https://way2drug.com/passtargets/
73,CASP1,P29466,CHEMBL4801,Caspase-1,SINGLE PROTEIN,1,single_protein,false,false,,,0.0329,0.0329,I,1,0.01-<0.05,true,prediction_only,Homo sapiens,9606,Bilobalide,73581,PASS Targets,PASS Targets web; ChEMBL v36; February 2026 update,2026-07-14,Pa_minus_Pi_not_probability,not_available,https://way2drug.com/passtargets/
74,SCN1A,P35498,CHEMBL1845,Sodium channel protein type 1 subunit alpha,SINGLE PROTEIN,1,single_protein,false,false,,,0.0318,0.0318,I,1,0.01-<0.05,true,prediction_only,Homo sapiens,9606,Bilobalide,73581,PASS Targets,PASS Targets web; ChEMBL v36; February 2026 update,2026-07-14,Pa_minus_Pi_not_probability,not_available,https://way2drug.com/passtargets/
75,COMT,P21964,CHEMBL2023,Catechol O-methyltransferase,SINGLE PROTEIN,1,single_protein,false,false,,0.0314,,0.0314,D,1,0.01-<0.05,true,prediction_only,Homo sapiens,9606,Bilobalide,73581,PASS Targets,PASS Targets web; ChEMBL v36; February 2026 update,2026-07-14,Pa_minus_Pi_not_probability,not_available,https://way2drug.com/passtargets/
76,DNMT3B,Q9UBC3,CHEMBL6095,DNA (cytosine-5)-methyltransferase 3B,SINGLE PROTEIN,1,single_protein,false,false,,,0.0277,0.0277,I,1,0.01-<0.05,true,prediction_only,Homo sapiens,9606,Bilobalide,73581,PASS Targets,PASS Targets web; ChEMBL v36; February 2026 update,2026-07-14,Pa_minus_Pi_not_probability,not_available,https://way2drug.com/passtargets/
77,EDNRB,P24530,CHEMBL1785,Endothelin receptor type B,SINGLE PROTEIN,1,single_protein,false,false,,0.0277,,0.0277,D,1,0.01-<0.05,true,prediction_only,Homo sapiens,9606,Bilobalide,73581,PASS Targets,PASS Targets web; ChEMBL v36; February 2026 update,2026-07-14,Pa_minus_Pi_not_probability,not_available,https://way2drug.com/passtargets/
78,SLC16A1,P53985,CHEMBL4360,Monocarboxylate transporter 1,SINGLE PROTEIN,1,single_protein,false,false,,0.0258,,0.0258,D,1,0.01-<0.05,true,prediction_only,Homo sapiens,9606,Bilobalide,73581,PASS Targets,PASS Targets web; ChEMBL v36; February 2026 update,2026-07-14,Pa_minus_Pi_not_probability,not_available,https://way2drug.com/passtargets/
79,NR3C1,P04150,CHEMBL2034,Glucocorticoid receptor,SINGLE PROTEIN,1,single_protein,false,false,,0.0123,0.0244,0.0244,D+I,2,0.01-<0.05,true,prediction_only,Homo sapiens,9606,Bilobalide,73581,PASS Targets,PASS Targets web; ChEMBL v36; February 2026 update,2026-07-14,Pa_minus_Pi_not_probability,not_available,https://way2drug.com/passtargets/
80,TYR,P14679,CHEMBL1973,Tyrosinase,SINGLE PROTEIN,1,single_protein,false,false,,0.0244,,0.0244,D,1,0.01-<0.05,true,prediction_only,Homo sapiens,9606,Bilobalide,73581,PASS Targets,PASS Targets web; ChEMBL v36; February 2026 update,2026-07-14,Pa_minus_Pi_not_probability,not_available,https://way2drug.com/passtargets/
81,MAP2K4,P45985,CHEMBL2897,Dual specificity mitogen-activated protein kinase kinase 4,SINGLE PROTEIN,1,single_protein,false,false,,0.0226,,0.0226,D,1,0.01-<0.05,true,prediction_only,Homo sapiens,9606,Bilobalide,73581,PASS Targets,PASS Targets web; ChEMBL v36; February 2026 update,2026-07-14,Pa_minus_Pi_not_probability,not_available,https://way2drug.com/passtargets/
82,PEPD,P12955,CHEMBL4185,Xaa-Pro dipeptidase,SINGLE PROTEIN,1,single_protein,false,false,,0.0223,,0.0223,D,1,0.01-<0.05,true,prediction_only,Homo sapiens,9606,Bilobalide,73581,PASS Targets,PASS Targets web; ChEMBL v36; February 2026 update,2026-07-14,Pa_minus_Pi_not_probability,not_available,https://way2drug.com/passtargets/
83,SLC5A2,P31639,CHEMBL3884,Sodium/glucose cotransporter 2,SINGLE PROTEIN,1,single_protein,false,false,,0.021,,0.021,D,1,0.01-<0.05,true,prediction_only,Homo sapiens,9606,Bilobalide,73581,PASS Targets,PASS Targets web; ChEMBL v36; February 2026 update,2026-07-14,Pa_minus_Pi_not_probability,not_available,https://way2drug.com/passtargets/
84,SHBG,P04278,CHEMBL3305,Sex hormone-binding globulin,SINGLE PROTEIN,1,single_protein,false,false,,0.0207,,0.0207,D,1,0.01-<0.05,true,prediction_only,Homo sapiens,9606,Bilobalide,73581,PASS Targets,PASS Targets web; ChEMBL v36; February 2026 update,2026-07-14,Pa_minus_Pi_not_probability,not_available,https://way2drug.com/passtargets/
85,ADK,P55263,CHEMBL3589,Adenosine kinase,SINGLE PROTEIN,1,single_protein,false,false,,,0.0193,0.0193,I,1,0.01-<0.05,true,prediction_only,Homo sapiens,9606,Bilobalide,73581,PASS Targets,PASS Targets web; ChEMBL v36; February 2026 update,2026-07-14,Pa_minus_Pi_not_probability,not_available,https://way2drug.com/passtargets/
86,SMARCA2,P51531,CHEMBL2362979,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 2,SINGLE PROTEIN,1,single_protein,false,false,,0.0192,,0.0192,D,1,0.01-<0.05,true,prediction_only,Homo sapiens,9606,Bilobalide,73581,PASS Targets,PASS Targets web; ChEMBL v36; February 2026 update,2026-07-14,Pa_minus_Pi_not_probability,not_available,https://way2drug.com/passtargets/
87,PGR,P06401,CHEMBL208,Progesterone receptor,SINGLE PROTEIN,1,single_protein,false,false,,0.0184,,0.0184,D,1,0.01-<0.05,true,prediction_only,Homo sapiens,9606,Bilobalide,73581,PASS Targets,PASS Targets web; ChEMBL v36; February 2026 update,2026-07-14,Pa_minus_Pi_not_probability,not_available,https://way2drug.com/passtargets/
88,SOAT2,O75908,CHEMBL4465,Sterol O-acyltransferase 2,SINGLE PROTEIN,1,single_protein,false,false,,0.0009,0.0184,0.0184,D+I,2,0.01-<0.05,true,prediction_only,Homo sapiens,9606,Bilobalide,73581,PASS Targets,PASS Targets web; ChEMBL v36; February 2026 update,2026-07-14,Pa_minus_Pi_not_probability,not_available,https://way2drug.com/passtargets/
89,AMY1A,P0DUB6,CHEMBL2478,Alpha-amylase 1A,SINGLE PROTEIN,1,single_protein,false,false,,0.0183,,0.0183,D,1,0.01-<0.05,true,prediction_only,Homo sapiens,9606,Bilobalide,73581,PASS Targets,PASS Targets web; ChEMBL v36; February 2026 update,2026-07-14,Pa_minus_Pi_not_probability,not_available,https://way2drug.com/passtargets/
90,KCNA3,P22001,CHEMBL4633,Potassium voltage-gated channel subfamily A member 3,SINGLE PROTEIN,1,single_protein,false,false,,,0.0169,0.0169,I,1,0.01-<0.05,true,prediction_only,Homo sapiens,9606,Bilobalide,73581,PASS Targets,PASS Targets web; ChEMBL v36; February 2026 update,2026-07-14,Pa_minus_Pi_not_probability,not_available,https://way2drug.com/passtargets/
91,INPPL1,O15357,CHEMBL2331064,"Phosphatidylinositol 3,4,5-trisphosphate 5-phosphatase 2",SINGLE PROTEIN,1,single_protein,false,false,,0.0153,,0.0153,D,1,0.01-<0.05,true,prediction_only,Homo sapiens,9606,Bilobalide,73581,PASS Targets,PASS Targets web; ChEMBL v36; February 2026 update,2026-07-14,Pa_minus_Pi_not_probability,not_available,https://way2drug.com/passtargets/
92,NFE2L2,Q16236,CHEMBL1075094,Nuclear factor erythroid 2-related factor 2,SINGLE PROTEIN,1,single_protein,false,false,,,0.0137,0.0137,I,1,0.01-<0.05,true,prediction_only,Homo sapiens,9606,Bilobalide,73581,PASS Targets,PASS Targets web; ChEMBL v36; February 2026 update,2026-07-14,Pa_minus_Pi_not_probability,not_available,https://way2drug.com/passtargets/
93,OPRD1,P41143,CHEMBL236,Delta-type opioid receptor,SINGLE PROTEIN,1,single_protein,false,false,,,0.0135,0.0135,I,1,0.01-<0.05,true,prediction_only,Homo sapiens,9606,Bilobalide,73581,PASS Targets,PASS Targets web; ChEMBL v36; February 2026 update,2026-07-14,Pa_minus_Pi_not_probability,not_available,https://way2drug.com/passtargets/
94,LGALS8,O00214,CHEMBL5475,Galectin-8,SINGLE PROTEIN,1,single_protein,false,false,,0.0119,,0.0119,D,1,0.01-<0.05,true,prediction_only,Homo sapiens,9606,Bilobalide,73581,PASS Targets,PASS Targets web; ChEMBL v36; February 2026 update,2026-07-14,Pa_minus_Pi_not_probability,not_available,https://way2drug.com/passtargets/
95,VDR,P11473,CHEMBL1977,Vitamin D3 receptor,SINGLE PROTEIN,1,single_protein,false,false,,0.0061,0.004,0.0061,D+I,2,>0-<0.01,true,prediction_only,Homo sapiens,9606,Bilobalide,73581,PASS Targets,PASS Targets web; ChEMBL v36; February 2026 update,2026-07-14,Pa_minus_Pi_not_probability,not_available,https://way2drug.com/passtargets/
96,PSMB1,P20618,CHEMBL4208,Proteasome component C5,SINGLE PROTEIN,1,single_protein,false,false,,0.0045,,0.0045,D,1,>0-<0.01,true,prediction_only,Homo sapiens,9606,Bilobalide,73581,PASS Targets,PASS Targets web; ChEMBL v36; February 2026 update,2026-07-14,Pa_minus_Pi_not_probability,not_available,https://way2drug.com/passtargets/
97,ME2,P23368,CHEMBL5291602,"NAD-dependent malic enzyme, mitochondrial",SINGLE PROTEIN,1,single_protein,false,false,,0.0031,,0.0031,D,1,>0-<0.01,true,prediction_only,Homo sapiens,9606,Bilobalide,73581,PASS Targets,PASS Targets web; ChEMBL v36; February 2026 update,2026-07-14,Pa_minus_Pi_not_probability,not_available,https://way2drug.com/passtargets/
98,FDPS,P14324,CHEMBL1782,Farnesyl pyrophosphate synthase,SINGLE PROTEIN,1,single_protein,false,false,,,0.0023,0.0023,I,1,>0-<0.01,true,prediction_only,Homo sapiens,9606,Bilobalide,73581,PASS Targets,PASS Targets web; ChEMBL v36; February 2026 update,2026-07-14,Pa_minus_Pi_not_probability,not_available,https://way2drug.com/passtargets/
