Source_Record_No,Compound_ID_Raw,Compound_Name,PubChem_CID,Original_SMILES,Prepared_SMILES,Structure_Identity_Check,UniProt_Accession,Protein_Name,Protein_Family,Gene_Symbol,Entrez_Gene_ID_Raw,Entrez_Gene_ID,Organism,Tax_ID,NetInfer_Score,Rank_Raw,Prediction_Rank,Record_Class,Prediction_Included,Rank_Layer,Evidence_Status,Recommendation_For_Merge,Score_Interpretation,QC_Note,Method,Network,Fingerprint,Alpha,Beta,Gamma,Delta,Epsilon,Diffusion_k,Requested_Predictions
51,1,Bilobalide,73581,CC(C)(C)[C@@]1(C[C@H]2[C@@]3([C@]14[C@H](C(=O)O[C@H]4OC3=O)O)CC(=O)O2)O,O=C1O[C@@H]2[C@@]3(C1)C(=O)O[C@H]1[C@]3([C@](C2)(O)C(C)(C)C)[C@@H](O)C(=O)O1,Both SMILES resolved to PubChem CID 73581 by PUG REST fastidentity (2026-07-14),P23416,Glycine receptor subunit alpha-2,"Ligand-gated ion channel (TC 1.A.9) family, Glycine receptor (TC 1.A.9.3) subfamily, GLRA2 sub-subfamily",GLRA2,2742;,2742,Homo sapiens (Human),9606,0.347287,Known,,Known_Network_Reference,False,Known_reference,platform_known_reference_not_new_prediction,Exclude_from_NetInfer_prediction_merge; handle as separate known evidence,"wSDTNBI ranking score; not probability, confidence, affinity, or IC50",Platform-labeled Known; not Rank 51 and not part of Top50 prediction set,wSDTNBI,Global DTI network (version 2020),"Morgan fingerprint, FCFP_4-like (radius=2, useFeatures=True)",0.4,0.2,-0.5,20,4,2,50
