Disease_ID,Disease_Name,Evidence_Class,Source_Database,Gene_Symbol,Ensembl_ID,Target_Name,Overall_Association_Score,Source_Score,Direct_Association,Species,Retrieval_Date
MONDO_1060198,ischemic stroke,Human_Genetics,gwas_credible_sets,JPH3,ENSG00000154118,junctophilin 3,0.12558619865670687,0.20657976064068084,True,Homo sapiens,2026-07-15
MONDO_1060198,ischemic stroke,Human_Genetics,gwas_credible_sets,MMUT,ENSG00000146085,methylmalonyl-CoA mutase,0.12407911464216208,0.18864914743502312,True,Homo sapiens,2026-07-15
MONDO_1060198,ischemic stroke,Human_Genetics,gwas_credible_sets,LEPR,ENSG00000116678,leptin receptor,0.12383737532996636,0.16817712307634322,True,Homo sapiens,2026-07-15
MONDO_1060198,ischemic stroke,Human_Genetics,gwas_credible_sets,FERD3L,ENSG00000146618,Fer3 like bHLH transcription factor,0.12282030206650776,0.19291110880873624,True,Homo sapiens,2026-07-15
MONDO_1060198,ischemic stroke,Human_Genetics,gwas_credible_sets,ATF1,ENSG00000123268,activating transcription factor 1,0.1156606599240294,0.19025300310236898,True,Homo sapiens,2026-07-15
MONDO_1060198,ischemic stroke,Human_Genetics,gwas_credible_sets,NAA25,ENSG00000111300,"N-alpha-acetyltransferase 25, NatB auxiliary subunit",0.11512786212311853,0.1669591430149317,True,Homo sapiens,2026-07-15
MONDO_1060198,ischemic stroke,Human_Genetics,gwas_credible_sets,NBEAL1,ENSG00000144426,neurobeachin like 1,0.11418351521747888,0.17262494228398217,True,Homo sapiens,2026-07-15
MONDO_1060198,ischemic stroke,Human_Genetics,gwas_credible_sets,VPS13C,ENSG00000129003,vacuolar protein sorting 13 homolog C,0.11380314689584577,0.1871975352177327,True,Homo sapiens,2026-07-15
MONDO_1060198,ischemic stroke,Human_Genetics,gwas_credible_sets,TMEM51,ENSG00000171729,transmembrane protein 51,0.11192530139975602,0.1841086219672982,True,Homo sapiens,2026-07-15
MONDO_1060198,ischemic stroke,Human_Genetics,gwas_credible_sets,GIMAP6,ENSG00000133561,"GTPase, IMAP family member 6",0.10942191860692085,0.1799907473627047,True,Homo sapiens,2026-07-15
MONDO_1060198,ischemic stroke,Human_Genetics,gwas_credible_sets,SPX,ENSG00000134548,spexin hormone,0.10898863657956938,0.1792780313281598,True,Homo sapiens,2026-07-15
MONDO_1060198,ischemic stroke,Human_Genetics,gwas_credible_sets,PCCB,ENSG00000114054,propionyl-CoA carboxylase subunit beta,0.10806798111105989,0.17776362299068707,True,Homo sapiens,2026-07-15
MONDO_1060198,ischemic stroke,Human_Genetics,gwas_credible_sets,ARHGEF16,ENSG00000130762,Rho guanine nucleotide exchange factor 16,0.10702937860432037,0.17605520073141037,True,Homo sapiens,2026-07-15
MONDO_1060198,ischemic stroke,Human_Genetics,gwas_credible_sets,CPNE1,ENSG00000214078,copine 1,0.10452651899253912,0.1719381867199238,True,Homo sapiens,2026-07-15
MONDO_1060198,ischemic stroke,Human_Genetics,gwas_credible_sets,TFPI,ENSG00000003436,tissue factor pathway inhibitor,0.10400921714134347,0.04655951385834143,True,Homo sapiens,2026-07-15
MONDO_1060198,ischemic stroke,Human_Genetics,gwas_credible_sets,SMIM31,ENSG00000248771,small integral membrane protein 31,0.10321288295933712,0.1697773551937651,True,Homo sapiens,2026-07-15
MONDO_1060198,ischemic stroke,Human_Genetics,gwas_credible_sets,EGR2,ENSG00000122877,early growth response 2,0.10319670587582977,0.036724506360774595,True,Homo sapiens,2026-07-15
MONDO_1060198,ischemic stroke,Human_Genetics,gwas_credible_sets,CARF,ENSG00000138380,calcium responsive transcription factor,0.10099113128141282,0.16612274238807587,True,Homo sapiens,2026-07-15
MONDO_1060198,ischemic stroke,Human_Genetics,gwas_credible_sets,PLSCR1,ENSG00000188313,phospholipid scramblase 1,0.10042236518690385,0.1594878141231734,True,Homo sapiens,2026-07-15
MONDO_1060198,ischemic stroke,Human_Genetics,gwas_credible_sets,WDR12,ENSG00000138442,WD repeat domain 12,0.0994864215419234,0.15604847415374826,True,Homo sapiens,2026-07-15
MONDO_1060198,ischemic stroke,Human_Genetics,gwas_credible_sets,FCHO2,ENSG00000157107,FCH and mu domain containing endocytic adaptor 2,0.09581970753854678,0.15761614301330654,True,Homo sapiens,2026-07-15
MONDO_1060198,ischemic stroke,Human_Genetics,gwas_credible_sets,RPL6,ENSG00000089009,ribosomal protein L6,0.09540464291490178,0.15693339322455482,True,Homo sapiens,2026-07-15
MONDO_1060198,ischemic stroke,Human_Genetics,gwas_credible_sets,GDF5,ENSG00000125965,growth differentiation factor 5,0.0947239692274479,0.15277408270629944,True,Homo sapiens,2026-07-15
MONDO_1060198,ischemic stroke,Human_Genetics,gwas_credible_sets,LAMC2,ENSG00000058085,laminin subunit gamma 2,0.09378637855343802,0.12387493134919829,True,Homo sapiens,2026-07-15
MONDO_1060198,ischemic stroke,Human_Genetics,gwas_credible_sets,PHETA1,ENSG00000198324,PH domain containing endocytic trafficking adaptor 1,0.09044237163983865,0.14877083377772565,True,Homo sapiens,2026-07-15
MONDO_1060198,ischemic stroke,Human_Genetics,gwas_credible_sets,HPR,ENSG00000261701,haptoglobin-related protein,0.08835078513869424,0.1453303328039937,True,Homo sapiens,2026-07-15
MONDO_1060198,ischemic stroke,Human_Genetics,gwas_credible_sets,GIMAP4,ENSG00000133574,"GTPase, IMAP family member 4",0.08807427018377384,0.14487548669978786,True,Homo sapiens,2026-07-15
MONDO_1060198,ischemic stroke,Human_Genetics,gwas_credible_sets,IRF1,ENSG00000125347,interferon regulatory factor 1,0.0845562211368971,0.066882148312531,True,Homo sapiens,2026-07-15
MONDO_1060198,ischemic stroke,Human_Genetics,gwas_credible_sets,PSMG1,ENSG00000183527,proteasome assembly chaperone 1,0.08351318326284841,0.13737284505234285,True,Homo sapiens,2026-07-15
MONDO_1060198,ischemic stroke,Human_Genetics,gwas_credible_sets,C2CD4A,ENSG00000198535,C2 calcium dependent domain containing 4A,0.07780987645066192,0.12799133841607258,True,Homo sapiens,2026-07-15
MONDO_1060198,ischemic stroke,Human_Genetics,gwas_credible_sets,ANKRD63,ENSG00000230778,ankyrin repeat domain 63,0.07766732888855955,0.12775685850049273,True,Homo sapiens,2026-07-15
MONDO_1060198,ischemic stroke,Human_Genetics,gwas_credible_sets,GRINA,ENSG00000178719,glutamate ionotropic receptor NMDA type subunit associated protein 1,0.07506423370705348,0.06834830002389135,True,Homo sapiens,2026-07-15
MONDO_1060198,ischemic stroke,Human_Genetics,gwas_credible_sets,TMEM171,ENSG00000157111,transmembrane protein 171,0.07297885701854981,0.12004467828453828,True,Homo sapiens,2026-07-15
MONDO_1060198,ischemic stroke,Human_Genetics,gwas_credible_sets,CASP7,ENSG00000165806,caspase 7,0.07123715730809671,0.03202190176966939,True,Homo sapiens,2026-07-15
MONDO_1060198,ischemic stroke,Human_Genetics,gwas_credible_sets,DMRTA1,ENSG00000176399,DMRT like family A1,0.0708056516189767,0.11646992042046728,True,Homo sapiens,2026-07-15
MONDO_1060198,ischemic stroke,Human_Genetics,gwas_credible_sets,RGS12,ENSG00000159788,regulator of G protein signaling 12,0.06916532836085922,0.11377171321569689,True,Homo sapiens,2026-07-15
MONDO_1060198,ischemic stroke,Human_Genetics,gwas_credible_sets,MSL2,ENSG00000174579,MSL complex subunit 2,0.06707355137823617,0.11033089891439644,True,Homo sapiens,2026-07-15
MONDO_1060198,ischemic stroke,Human_Genetics,gwas_credible_sets,HOXC6,ENSG00000197757,homeobox C6,0.06571905765830735,0.108102859596023,True,Homo sapiens,2026-07-15
MONDO_1060198,ischemic stroke,Human_Genetics,gwas_credible_sets,PARP10,ENSG00000178685,poly(ADP-ribose) polymerase family member 10,0.06517128709485072,0.10720181861305479,True,Homo sapiens,2026-07-15
MONDO_1060198,ischemic stroke,Human_Genetics,gwas_credible_sets,PKD1L3,ENSG00000277481,"polycystin 1 like 3, transient receptor potential channel interacting",0.06461945224068047,0.10629409218047686,True,Homo sapiens,2026-07-15
MONDO_1060198,ischemic stroke,Human_Genetics,gwas_credible_sets,CIB4,ENSG00000157884,calcium and integrin binding family member 4,0.06346883391671168,0.10440141240756648,True,Homo sapiens,2026-07-15
MONDO_1060198,ischemic stroke,Human_Genetics,gwas_credible_sets,NT5DC3,ENSG00000111696,5'-nucleotidase domain containing 3,0.05819691879612129,0.09572951234706259,True,Homo sapiens,2026-07-15
MONDO_1060198,ischemic stroke,Human_Genetics,gwas_credible_sets,ROMO1,ENSG00000125995,reactive oxygen species modulator 1,0.05741339321222156,0.09444067225707543,True,Homo sapiens,2026-07-15
MONDO_1060198,ischemic stroke,Human_Genetics,gwas_credible_sets,SEPTIN4,ENSG00000108387,septin 4,0.0565522929575515,0.09302422772415644,True,Homo sapiens,2026-07-15
MONDO_1060198,ischemic stroke,Human_Genetics,gwas_credible_sets,APOBR,ENSG00000184730,apolipoprotein B receptor,0.056502700212412535,0.09294265142413381,True,Homo sapiens,2026-07-15
MONDO_1060198,ischemic stroke,Human_Genetics,gwas_credible_sets,MS4A4A,ENSG00000110079,membrane spanning 4-domains A4A,0.05614302149859446,0.09235100725142345,True,Homo sapiens,2026-07-15
MONDO_1060198,ischemic stroke,Human_Genetics,gwas_credible_sets,CAPN3,ENSG00000092529,calpain 3,0.0554507483280445,0.09121227045231788,True,Homo sapiens,2026-07-15
MONDO_1060198,ischemic stroke,Human_Genetics,gwas_credible_sets,MYH11,ENSG00000133392,myosin heavy chain 11,0.05502890938401427,0.04155888360958353,True,Homo sapiens,2026-07-15
MONDO_1060198,ischemic stroke,Human_Genetics,gwas_credible_sets,GANC,ENSG00000214013,"glucosidase alpha, neutral C",0.05242029091281208,0.08622739811629182,True,Homo sapiens,2026-07-15
MONDO_1060198,ischemic stroke,Human_Genetics,gwas_credible_sets,IL1RL2,ENSG00000115598,interleukin 1 receptor like 2,0.052350625225105585,0.08611280334994639,True,Homo sapiens,2026-07-15
MONDO_1060198,ischemic stroke,Human_Genetics,gwas_credible_sets,MGAT3,ENSG00000128268,"beta-1,4-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase",0.05097452688123427,0.08384922606569366,True,Homo sapiens,2026-07-15
MONDO_1060198,ischemic stroke,Human_Genetics,gwas_credible_sets,NRBF2,ENSG00000148572,nuclear receptor binding factor 2,0.04983318813701137,0.08197181049683798,True,Homo sapiens,2026-07-15
MONDO_1060198,ischemic stroke,Human_Genetics,gwas_credible_sets,ATXN2L,ENSG00000168488,ataxin 2 like,0.04979057917054614,0.08190172198243367,True,Homo sapiens,2026-07-15
MONDO_1060198,ischemic stroke,Human_Genetics,gwas_credible_sets,ZSWIM2,ENSG00000163012,zinc finger SWIM-type containing 2,0.048572233682354866,0.07989763616711096,True,Homo sapiens,2026-07-15
MONDO_1060198,ischemic stroke,Human_Genetics,gwas_credible_sets,STN1,ENSG00000107960,STN1 subunit of CST complex,0.04833378229078414,0.07950540173433089,True,Homo sapiens,2026-07-15
MONDO_1060198,ischemic stroke,Human_Genetics,gwas_credible_sets,CCDC71L,ENSG00000253276,coiled-coil domain containing 71 like,0.04653179452904406,0.07654126869678854,True,Homo sapiens,2026-07-15
MONDO_1060198,ischemic stroke,Human_Genetics,gwas_credible_sets,BRCC3,ENSG00000185515,BRCA1/BRCA2-containing complex subunit 3,0.04634416535502948,0.038454198858104985,True,Homo sapiens,2026-07-15
MONDO_1060198,ischemic stroke,Human_Genetics,gwas_credible_sets,TRPC4AP,ENSG00000100991,transient receptor potential cation channel subfamily C member 4 associated protein,0.04595667088981496,0.0755952339811785,True,Homo sapiens,2026-07-15
MONDO_1060198,ischemic stroke,Human_Genetics,gwas_credible_sets,SNCAIP,ENSG00000064692,synuclein alpha interacting protein,0.04566073077307933,0.07510843496079939,True,Homo sapiens,2026-07-15
MONDO_1060198,ischemic stroke,Human_Genetics,gwas_credible_sets,CLEC4G,ENSG00000182566,C-type lectin domain family 4 member G,0.04560985864374469,0.07502475417092247,True,Homo sapiens,2026-07-15
MONDO_1060198,ischemic stroke,Human_Genetics,gwas_credible_sets,CHD9NB,ENSG00000277639,CHD9 neighbor,0.044629508216982666,0.07341215215994765,True,Homo sapiens,2026-07-15
MONDO_1060198,ischemic stroke,Human_Genetics,gwas_credible_sets,PBK,ENSG00000168078,PDZ binding kinase,0.043794292179740346,0.03282220580003264,True,Homo sapiens,2026-07-15
MONDO_1060198,ischemic stroke,Human_Genetics,gwas_credible_sets,CATSPERB,ENSG00000133962,catsper channel auxiliary subunit beta,0.041690359663582144,0.06857747596826998,True,Homo sapiens,2026-07-15
MONDO_1060198,ischemic stroke,Human_Genetics,gwas_credible_sets,NFS1,ENSG00000244005,NFS1 cysteine desulfurase,0.04129379117829356,0.0679251509226454,True,Homo sapiens,2026-07-15
MONDO_1060198,ischemic stroke,Human_Genetics,gwas_credible_sets,CALHM2,ENSG00000138172,calcium homeostasis modulator family member 2,0.040682937026666074,0.06692034222726864,True,Homo sapiens,2026-07-15
MONDO_1060198,ischemic stroke,Human_Genetics,gwas_credible_sets,SH2B2,ENSG00000160999,SH2B adaptor protein 2,0.04058570967916166,0.06676041062339796,True,Homo sapiens,2026-07-15
MONDO_1060198,ischemic stroke,Human_Genetics,gwas_credible_sets,FAM133B,ENSG00000234545,family with sequence similarity 133 member B,0.03973322607877048,0.06535813983247844,True,Homo sapiens,2026-07-15
MONDO_1060198,ischemic stroke,Human_Genetics,gwas_credible_sets,DDX31,ENSG00000125485,DEAD-box helicase 31,0.0394412428629532,0.06487784961365026,True,Homo sapiens,2026-07-15
MONDO_1060198,ischemic stroke,Human_Genetics,gwas_credible_sets,ATP2A1,ENSG00000196296,ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 1,0.039439243760610324,0.06487456124209426,True,Homo sapiens,2026-07-15
MONDO_1060198,ischemic stroke,Human_Genetics,gwas_credible_sets,SAMD5,ENSG00000203727,sterile alpha motif domain containing 5,0.03938792918378936,0.06479015265969876,True,Homo sapiens,2026-07-15
MONDO_1060198,ischemic stroke,Human_Genetics,gwas_credible_sets,SLC25A44,ENSG00000160785,solute carrier family 25 member 44,0.03917068716664282,0.05987332505526574,True,Homo sapiens,2026-07-15
MONDO_1060198,ischemic stroke,Human_Genetics,gwas_credible_sets,VPS39,ENSG00000166887,VPS39 subunit of HOPS complex,0.0385637470778078,0.06343443567806281,True,Homo sapiens,2026-07-15
MONDO_1060198,ischemic stroke,Human_Genetics,gwas_credible_sets,RNF43,ENSG00000108375,ring finger protein 43,0.03846756161783643,0.06327621790007024,True,Homo sapiens,2026-07-15
MONDO_1060198,ischemic stroke,Human_Genetics,gwas_credible_sets,TNKS,ENSG00000173273,tankyrase,0.03818148687841201,0.052166857718055994,True,Homo sapiens,2026-07-15
MONDO_1060198,ischemic stroke,Human_Genetics,gwas_credible_sets,RORA,ENSG00000069667,RAR related orphan receptor A,0.03762222659815098,0.05428657101145247,True,Homo sapiens,2026-07-15
MONDO_1060198,ischemic stroke,Human_Genetics,gwas_credible_sets,SLK,ENSG00000065613,STE20 like kinase,0.037045333543770056,0.06093676071242012,True,Homo sapiens,2026-07-15
MONDO_1060198,ischemic stroke,Human_Genetics,gwas_credible_sets,PRDM8,ENSG00000152784,PR/SET domain 8,0.03624669797091154,0.05962306583794408,True,Homo sapiens,2026-07-15
MONDO_1060198,ischemic stroke,Human_Genetics,gwas_credible_sets,SUPT4H1,ENSG00000213246,"SPT4 homolog, DSIF elongation factor subunit",0.03590629021817701,0.05906312093291231,True,Homo sapiens,2026-07-15
MONDO_1060198,ischemic stroke,Human_Genetics,gwas_credible_sets,ENSG00000292259,ENSG00000292259,novel protein,0.03552722351593437,0.05843958499143363,True,Homo sapiens,2026-07-15
MONDO_1060198,ischemic stroke,Human_Genetics,gwas_credible_sets,ZNF474,ENSG00000164185,zinc finger protein 474,0.03533226078458636,0.05811888610249107,True,Homo sapiens,2026-07-15
MONDO_1060198,ischemic stroke,Human_Genetics,gwas_credible_sets,CFAP299,ENSG00000197826,cilia and flagella associated protein 299,0.03400672720118051,0.055938484009664925,True,Homo sapiens,2026-07-15
MONDO_1060198,ischemic stroke,Human_Genetics,gwas_credible_sets,RNF227,ENSG00000179859,ring finger protein 227,0.033745183485155775,0.05550826445662984,True,Homo sapiens,2026-07-15
MONDO_1060198,ischemic stroke,Human_Genetics,gwas_credible_sets,NPIPB8,ENSG00000255524,nuclear pore complex interacting protein family member B8,0.03372912733396935,0.055481853307121534,True,Homo sapiens,2026-07-15
MONDO_1060198,ischemic stroke,Human_Genetics,gwas_credible_sets,NEURL1,ENSG00000107954,neuralized E3 ubiquitin protein ligase 1,0.03371760523501128,0.04786376535909896,True,Homo sapiens,2026-07-15
MONDO_1060198,ischemic stroke,Human_Genetics,gwas_credible_sets,SH2B1,ENSG00000178188,SH2B adaptor protein 1,0.0325854287678348,0.053600556010409806,True,Homo sapiens,2026-07-15
MONDO_1060198,ischemic stroke,Human_Genetics,gwas_credible_sets,MTMR4,ENSG00000108389,myotubularin related protein 4,0.0325036307868463,0.05346600454285814,True,Homo sapiens,2026-07-15
MONDO_1060198,ischemic stroke,Human_Genetics,gwas_credible_sets,HOXC4,ENSG00000198353,homeobox C4,0.03235096104814279,0.05321487441537767,True,Homo sapiens,2026-07-15
MONDO_1060198,ischemic stroke,Human_Genetics,gwas_credible_sets,TBC1D32,ENSG00000146350,TBC1 domain family member 32,0.03133085987562065,0.051536885446024874,True,Homo sapiens,2026-07-15
MONDO_1060198,ischemic stroke,Human_Genetics,gwas_credible_sets,LRRC57,ENSG00000180979,leucine rich repeat containing 57,0.030250515781531595,0.049759801445126414,True,Homo sapiens,2026-07-15
MONDO_1060198,ischemic stroke,Human_Genetics,gwas_credible_sets,LYSMD1,ENSG00000163155,LysM domain containing 1,0.029553809339945773,0.04861377225179886,True,Homo sapiens,2026-07-15
MONDO_1060198,ischemic stroke,Human_Genetics,gwas_credible_sets,ERGIC3,ENSG00000125991,ERGIC and golgi 3,0.02881821127096207,0.04740376928456369,True,Homo sapiens,2026-07-15
MONDO_1060198,ischemic stroke,Human_Genetics,gwas_credible_sets,TUFM,ENSG00000178952,"Tu translation elongation factor, mitochondrial",0.02850467161893094,0.04688802036501079,True,Homo sapiens,2026-07-15
MONDO_1060198,ischemic stroke,Human_Genetics,gwas_credible_sets,TSHB,ENSG00000134200,thyroid stimulating hormone subunit beta,0.0282010916820158,0.04638865442055162,True,Homo sapiens,2026-07-15
MONDO_1060198,ischemic stroke,Human_Genetics,gwas_credible_sets,PRPS1L1,ENSG00000229937,phosphoribosyl pyrophosphate synthetase 1 like 1,0.02809995803070813,0.04622229724354234,True,Homo sapiens,2026-07-15
MONDO_1060198,ischemic stroke,Human_Genetics,gwas_credible_sets,CEP20,ENSG00000133393,centrosomal protein 20,0.02793563787600912,0.045952003066401494,True,Homo sapiens,2026-07-15
MONDO_1060198,ischemic stroke,Human_Genetics,gwas_credible_sets,PSD4,ENSG00000125637,pleckstrin and Sec7 domain containing 4,0.027877173770025552,0.045855834051419436,True,Homo sapiens,2026-07-15
MONDO_1060198,ischemic stroke,Human_Genetics,gwas_credible_sets,RBM39,ENSG00000131051,RNA binding motif protein 39,0.027824536248831983,0.04576924932598627,True,Homo sapiens,2026-07-15
MONDO_1060198,ischemic stroke,Human_Genetics,gwas_credible_sets,CHD3,ENSG00000170004,chromodomain helicase DNA binding protein 3,0.02775218030907453,0.0456502292992962,True,Homo sapiens,2026-07-15
MONDO_1060198,ischemic stroke,Human_Genetics,gwas_credible_sets,CMC4,ENSG00000182712,C-X9-C motif containing 4,0.027585310335133777,0.045375740863118366,True,Homo sapiens,2026-07-15
MONDO_1060198,ischemic stroke,Human_Genetics,gwas_credible_sets,TRIM61,ENSG00000183439,tripartite motif containing 61,0.027505398559523886,0.04524429206018909,True,Homo sapiens,2026-07-15
MONDO_1060198,ischemic stroke,Human_Genetics,gwas_credible_sets,SCNM1,ENSG00000163156,sodium channel modifier 1,0.027315982235743573,0.04493271659053946,True,Homo sapiens,2026-07-15
MONDO_1060198,ischemic stroke,Human_Genetics,gwas_credible_sets,OR2B11,ENSG00000177535,olfactory receptor family 2 subfamily B member 11,0.027108158199618683,0.0445908618318377,True,Homo sapiens,2026-07-15
MONDO_1060198,ischemic stroke,Human_Genetics,gwas_credible_sets,CALHM3,ENSG00000183128,calcium homeostasis modulator 3,0.026643710414564294,0.04382688049238415,True,Homo sapiens,2026-07-15
MONDO_1060198,ischemic stroke,Human_Genetics,gwas_credible_sets,SULT1A1,ENSG00000196502,sulfotransferase family 1A member 1,0.02558114139678225,0.042079035142294045,True,Homo sapiens,2026-07-15
MONDO_1060198,ischemic stroke,Human_Genetics,gwas_credible_sets,RBM12,ENSG00000244462,RNA binding motif protein 12,0.025498649512501182,0.04194334225651633,True,Homo sapiens,2026-07-15
MONDO_1060198,ischemic stroke,Human_Genetics,gwas_credible_sets,COG5,ENSG00000164597,component of oligomeric golgi complex 5,0.025429157300617834,0.041829032844727415,True,Homo sapiens,2026-07-15
MONDO_1060198,ischemic stroke,Human_Genetics,gwas_credible_sets,KCNAB3,ENSG00000170049,potassium voltage-gated channel subfamily A regulatory beta subunit 3,0.02486006573242163,0.04089292042793262,True,Homo sapiens,2026-07-15
MONDO_1060198,ischemic stroke,Human_Genetics,gwas_credible_sets,IL36B,ENSG00000136696,interleukin 36 beta,0.02449984731604266,0.040300388485490876,True,Homo sapiens,2026-07-15
MONDO_1060198,ischemic stroke,Human_Genetics,gwas_credible_sets,FHAD1,ENSG00000142621,forkhead associated phosphopeptide binding domain 1,0.023776513712396686,0.03911055963245738,True,Homo sapiens,2026-07-15
MONDO_1060198,ischemic stroke,Human_Genetics,gwas_credible_sets,SLC22A5,ENSG00000197375,solute carrier family 22 member 5,0.02368932696655279,0.038967144055904214,True,Homo sapiens,2026-07-15
MONDO_1060198,ischemic stroke,Human_Genetics,gwas_credible_sets,ENSG00000288645,ENSG00000288645,novel protein,0.02350841646527545,0.0386695600183985,True,Homo sapiens,2026-07-15
MONDO_1060198,ischemic stroke,Human_Genetics,gwas_credible_sets,ADO,ENSG00000181915,2-aminoethanethiol dioxygenase,0.023451890332058994,0.03477701133638942,True,Homo sapiens,2026-07-15
MONDO_1060198,ischemic stroke,Human_Genetics,gwas_credible_sets,GLYATL3,ENSG00000203972,glycine-N-acyltransferase like 3,0.023407720633902382,0.03850392302193661,True,Homo sapiens,2026-07-15
MONDO_1060198,ischemic stroke,Human_Genetics,gwas_credible_sets,RBL2,ENSG00000103479,RB transcriptional corepressor like 2,0.02334386500947892,0.03839888536851564,True,Homo sapiens,2026-07-15
MONDO_1060198,ischemic stroke,Human_Genetics,gwas_credible_sets,DHX38,ENSG00000140829,DEAH-box helicase 38,0.02192675340135684,0.036067844378834764,True,Homo sapiens,2026-07-15
MONDO_1060198,ischemic stroke,Human_Genetics,gwas_credible_sets,SBF2,ENSG00000133812,SET binding factor 2,0.021919624371101027,0.03605611766539333,True,Homo sapiens,2026-07-15
MONDO_1060198,ischemic stroke,Human_Genetics,gwas_credible_sets,HINT1,ENSG00000169567,histidine triad nucleotide binding protein 1,0.021819249332321544,0.03589100834838911,True,Homo sapiens,2026-07-15
MONDO_1060198,ischemic stroke,Human_Genetics,gwas_credible_sets,GTF3C4,ENSG00000125484,general transcription factor IIIC subunit 4,0.021279954301938464,0.03500390897375336,True,Homo sapiens,2026-07-15
MONDO_1060198,ischemic stroke,Human_Genetics,gwas_credible_sets,ST3GAL4,ENSG00000110080,"ST3 beta-galactoside alpha-2,3-sialyltransferase 4",0.020836766254368658,0.034274898288144146,True,Homo sapiens,2026-07-15
MONDO_1060198,ischemic stroke,Human_Genetics,gwas_credible_sets,TRIM60,ENSG00000176979,tripartite motif containing 60,0.020753565322080295,0.03413803907223465,True,Homo sapiens,2026-07-15
MONDO_1060198,ischemic stroke,Human_Genetics,gwas_credible_sets,MTCP1,ENSG00000214827,mature T cell proliferation 1,0.02061865069619621,0.03391611475714135,True,Homo sapiens,2026-07-15
MONDO_1060198,ischemic stroke,Human_Genetics,gwas_credible_sets,SLC35F6,ENSG00000213699,solute carrier family 35 member F6,0.02053189626311792,0.033773410302260755,True,Homo sapiens,2026-07-15
MONDO_1060198,ischemic stroke,Human_Genetics,gwas_credible_sets,GOLT1B,ENSG00000111711,golgi transport 1B,0.019641919856251973,0.032309466691635334,True,Homo sapiens,2026-07-15
MONDO_1060198,ischemic stroke,Human_Genetics,gwas_credible_sets,TMPRSS12,ENSG00000186452,transmembrane serine protease 12,0.018826946960634774,0.030968898161764853,True,Homo sapiens,2026-07-15
MONDO_1060198,ischemic stroke,Human_Genetics,gwas_credible_sets,RAD51B,ENSG00000182185,RAD51 paralog B,0.018603326987058168,0.030601060285389545,True,Homo sapiens,2026-07-15
MONDO_1060198,ischemic stroke,Human_Genetics,gwas_credible_sets,TDRD10,ENSG00000163239,tudor domain containing 10,0.018588507195309696,0.030576682853276065,True,Homo sapiens,2026-07-15
MONDO_1060198,ischemic stroke,Human_Genetics,gwas_credible_sets,SLCO1C1,ENSG00000139155,solute carrier organic anion transporter family member 1C1,0.018588211184976555,0.030576195938755032,True,Homo sapiens,2026-07-15
